TransactionNo,TotalQuantity,TotalMoney
541756,162,55.99000000000001
541782,10,11.12
541784,362,672.54
541788,160,192.23000000000002
541791,81,57.65
541792,152,174.28000000000003
541793,212,231.86999999999998
541794,56,298.16
541795,131,349.1700000000001
541796,205,248.33999999999997
541797,6,73.15
541798,197,207.77
541799,2,27.259999999999998
541800,53,145.07
541801,150,102.20000000000002
541810,76,671.4899999999998
541812,152,44.75
541813,226,267.52000000000004
541814,430,72.92
541815,3,27.259999999999998
541816,365,913.07
541832,44,151.12999999999997
541696,1037,4967.13
541655,56,537.5799999999999
541695,1252,5393.01
541669,172,252.4
541605,60,49.91
541606,56,49.63000000000001
541608,288,22.68
541609,32,68.56
541610,165,35.38
541611,144,27.869999999999997
541615,132,219.97
541631,702,913.5900000000003
541648,166,408.65999999999997
541649,139,147.01999999999998
541652,2,20.38
541657,21,60.57
541658,209,643.24
541659,73,136.26
541660,263,619.9100000000001
541664,100,170.75
541670,1332,283.26
541671,112,215.49000000000004
541672,36,70.45
541673,60,38.480000000000004
541675,92,93.63
541676,351,386.9
541677,88,65.17
541678,110,287.24999999999994
541679,18,40.22
541680,999,192.76
541681,175,156.44
541682,180,218.51
541683,376,368.1599999999998
541684,1126,1337.33
541686,117,208.4
541690,20,39.82
541692,10,107.55
541698,146,381.8300000000001
541587,54,216.43
541592,1430,5575.18
541517,36,23.06
541518,2334,1236.7399999999998
541520,113,134.48
541521,117,89.16
541522,102,279.43
541523,33,352.69999999999993
541524,240,527.34
541525,72,11.34
541530,403,436.97
541552,758,486.12
541564,123,581.9700000000001
541565,45,294.21
541566,808,339.27
541567,383,388.08
541568,66,152.39000000000001
541569,316,292.96
541570,6072,372.69000000000005
541571,133,289.53999999999996
541574,266,179.77999999999997
541575,541,387.5
541576,48,302.12
541584,53,628.3899999999999
541585,38,267.00999999999993
541588,310,381.97999999999996
541590,234,370.66999999999996
541591,308,180.96
541593,235,592.1100000000001
541594,243,161.80999999999997
541595,62,266.8
541596,799,1225.1999999999998
541597,323,73.64
541602,88,419.9200000000001
541604,182,722.39
541426,4,123.0
541508,68,873.89
541493,459,1165.8899999999999
541506,62,618.4299999999998
541516,609,3764.25
541489,357,862.33
541425,144,10.81
541427,60,103.02000000000001
541428,53,109.28999999999999
541429,278,223.41
541430,1198,457.31000000000006
541431,74215,11.32
541432,49,54.620000000000005
541434,286,116.5
541435,133,155.12
541436,76,73.95
541439,96,55.0
541473,240,93.03
541474,200,24.52
541479,1108,81.85
541480,112,98.57000000000001
541481,147,227.39000000000001
541483,17,118.69
541484,117,157.74
541485,229,1206.8100000000002
541486,99,226.34
541488,518,167.59
541490,61,51.65
541491,291,356.2399999999999
541492,8,113.45
541494,8,84.53999999999999
541495,53,540.92
541496,50,557.22
541497,1016,4514.47
541500,191,155.4
541504,74,346.75000000000006
541507,27,416.75
541509,106,488.1799999999999
541510,56,370.96000000000004
541511,54,258.65000000000003
541513,12,11.53
541282,305,1378.0699999999997
541421,1609,6183.1900000000005
541281,14,196.82000000000002
541422,893,5078.119999999999
541424,947,4900.71
541423,1229,5422.04
541267,288,354.68
541268,116,354.14000000000004
541269,404,715.3700000000002
541270,27,251.37
541271,204,248.2
541272,31,72.11
541273,94,139.32999999999998
541274,249,418.04999999999984
541275,48,51.34
541276,100,5.97
541277,171,297.86999999999995
541278,52,72.51
541279,356,394.62
541280,679,825.6400000000002
541283,146,118.82999999999998
541285,447,374.66999999999996
541286,304,365.86999999999995
541287,664,35.4
541288,135,97.77
541289,73,512.6999999999999
541290,132,55.34
541291,217,312.73999999999995
541292,133,304.96
541293,145,417.27
541294,96,77.78999999999999
541302,166,249.53
541316,43,85.78
541357,111,100.75999999999999
541362,262,206.91
541370,156,201.55999999999997
541371,177,437.77
541391,12,10.92
541400,43,35.769999999999996
541405,263,263.22
541406,209,833.2400000000002
541407,144,11.34
541408,186,149.91
541409,340,45.58
541410,617,665.7700000000001
541411,5,6.13
541413,129,369.84
541414,101,575.4500000000002
541417,102,583.1800000000001
541420,2,13.27
541253,108,489.14
541238,116,533.2800000000001
541239,492,158.91000000000003
541240,83,297.5
541241,108,472.8799999999999
541242,17,28.020000000000003
541243,48,11.74
541244,78,544.54
541246,12,12.15
541247,648,11.53
541248,7,80.47999999999999
541249,190,223.84
541250,84,74.75999999999999
541251,107,147.69
541252,60,129.29999999999998
541255,1,14.61
541256,347,430.28999999999996
541258,127,537.25
541259,102,233.60999999999999
541260,74,396.63999999999993
541262,162,934.3800000000001
541263,534,247.08000000000004
541264,74,293.72999999999996
541265,223,1158.84
541266,398,706.9300000000001
541128,30,309.90999999999997
541131,68,768.81
541132,54,619.1299999999999
541219,1164,5121.589999999999
541127,18,292.36
541221,483,1256.41
541123,281,521.3299999999999
541119,76,73.69
541120,543,488.48
541121,78,128.79
541122,164,252.32
541125,10,13.27
541126,312,247.67
541129,37,334.81000000000006
541130,113,685.91
541133,65,531.1800000000001
541134,368,276.52
541135,78,87.88
541136,98,117.91999999999999
541137,156,50.290000000000006
541138,440,426.91999999999996
541139,262,223.79
541149,60,39.81
541172,103,114.64
541181,36,37.97
541202,230,223.85999999999996
541203,44,49.589999999999996
541204,146,221.42000000000002
541205,128,557.05
541206,8210,932.6700000000001
541207,210,190.23999999999998
541208,296,124.4
541213,361,847.02
541214,198,426.61999999999995
541215,740,939.5200000000001
541216,507,322.87
541217,24,53.5
541218,178,100.36
541220,6198,522.8000000000001
541223,177,824.82
541224,70,142.39999999999998
541225,144,250.85999999999999
541226,24,65.4
541227,80,77.33
541228,36,23.06
541236,1,13.68
541124,12,21.47
541043,2,660.62
541001,1,179.37
541104,946,4917.11
540995,912,4561.129999999999
541113,27,199.54
540993,91,173.45999999999998
540994,560,582.95
541003,155,186.23
541015,75,220.29000000000002
541087,25,174.79000000000002
540996,34,69.33000000000001
540997,155,88.66999999999999
540998,194,113.72
540999,1128,201.99
541002,135,170.16000000000003
541004,102,127.08
541005,94,355.4
541006,120,252.67999999999998
541008,68,61.40999999999999
541010,89,142.35
541011,85,121.03999999999999
541012,244,479.84000000000003
541013,109,146.22
541014,104,365.15
541018,99,575.64
541021,429,236.35999999999999
541038,246,501.40999999999997
541086,118,312.28
541088,505,244.01999999999998
541091,159,197.28999999999996
541093,95,90.17999999999999
541094,294,413.78
541103,286,479.91
541105,400,11.94
541106,384,21.939999999999998
541107,294,172.29000000000002
541108,72,11.34
541109,2,35.82
541110,198,431.63
541111,176,300.55
541112,187,254.06
541115,741,878.0699999999999
541118,1,11.53
541114,16,21.47
540946,144,1507.79
540970,6,214.43
540907,766,985.5700000000004
540908,64,59.79
540848,1329,6225.48
540977,1390,5649.289999999999
540940,33,254.01999999999995
540849,197,433.08
540851,43,113.87
540855,194,83.96
540856,373,562.64
540857,140,80.86
540858,44,75.74000000000001
540859,181,711.8900000000001
540862,143,105.51
540866,555,124.07000000000002
540900,95,134.97
540906,332,114.28
540915,131,212.27999999999997
540939,2,23.02
540943,107,481.78
540945,1,11.12
540947,490,131.41
540951,132,168.02
540953,155,1060.17
540954,47,387.9
540955,82,171.70000000000002
540957,193,398.5700000000001
540968,316,895.6800000000001
540971,586,367.13000000000005
540972,131,95.47
540973,2,35.769999999999996
540974,64,23.54
540975,91,365.69
540976,498,599.7900000000001
540979,273,433.07000000000005
540980,121,355.43999999999994
540981,168,289.39
540983,290,70.56
540984,39,258.94
540985,24,46.63
540986,113,378.7699999999999
540990,143,213.89999999999998
540991,73,87.94
540992,303,629.5400000000001
540821,1066,5607.58
540828,24,314.74000000000007
540832,1264,1944.7099999999996
540704,71,255.19999999999996
540817,97,258.90999999999997
540688,168,35.18
540689,4510,52.910000000000004
540690,198,157.74999999999997
540691,686,559.9799999999999
540692,235,286.16999999999996
540697,188,268.76000000000005
540698,858,333.67999999999995
540700,238,207.37
540701,348,108.94
540702,81,139.46
540703,1098,164.50000000000003
540732,328,100.33999999999999
540750,90,62.029999999999994
540753,12,68.32000000000001
540768,624,112.81
540769,86,94.19999999999999
540770,49,111.97
540777,21,49.86
540779,144,219.01000000000002
540782,80,111.5
540785,1008,54.88
540789,576,11.74
540794,128,107.37
540795,92,203.65999999999997
540797,1,18.96
540798,706,927.66
540799,6,25.72
540800,364,67.37
540801,469,399.49
540802,208,70.85
540803,200,745.81
540809,225,204.77999999999997
540813,288,691.9000000000001
540815,7044,37.41
540816,258,522.92
540818,1970,30.03
540819,3,18.4
540822,5,33.01
540823,182,86.55000000000001
540824,120,161.79999999999998
540825,19,44.47
540826,362,366.71
540827,159,396.90999999999997
540829,156,44.55
540833,1,5.46
540834,624,504.78
540835,114,85.44999999999999
540836,15,11.12
540838,308,304.20000000000005
540839,129,667.76
540840,45,98.08000000000001
540842,48,11.53
540844,38,50.739999999999995
540647,515,1904.4700000000003
540653,2,660.62
540681,592,3860.37
540630,19,171.27999999999997
540551,1796,6729.9
540646,985,4571.1900000000005
540687,177,371.07000000000005
540550,643,1358.6200000000001
540552,196,294.84000000000003
540553,242,53.62
540554,81,221.70000000000002
540556,100,204.92000000000002
540557,96,11.12
540561,260,274.93
540562,389,154.78
540565,40,12.86
540566,82,582.21
540567,249,236.04000000000002
540568,246,550.83
540595,645,325.6499999999999
540604,386,340.37999999999994
540635,195,256.88
540636,200,11.34
540639,468,249.79000000000002
540640,37,331.63
540641,94,232.09000000000003
540642,628,623.96
540644,418,406.2100000000001
540645,522,148.49
540648,793,182.51000000000002
540649,317,92.3
540662,136,151.47
540664,87,205.88000000000002
540671,163,98.1
540672,518,699.32
540680,365,391.51
540682,150,86.24
540685,5,49.13999999999999
540563,16,21.47
540516,66,454.82999999999987
540511,187,507.27
540498,68,155.26999999999998
540499,90,382.04
540500,72,87.58
540501,942,416.35
540502,400,234.28
540504,67,326.1
540505,143,224.68
540506,73,499.1700000000001
540507,552,83.21
540508,64,184.93
540509,412,644.2900000000002
540510,15,52.019999999999996
540512,82,400.15999999999997
540513,152,121.89999999999999
540514,180,635.94
540515,72,393.21999999999997
540517,76,200.66000000000003
540518,58,85.83
540519,228,162.24999999999997
540520,156,596.18
540521,75,96.6
540522,258,198.17
540523,250,425.99
540524,385,621.7699999999999
540525,160,225.6
540526,154,504.47999999999996
540528,98,158.87
540529,260,115.13999999999997
540530,238,339.82
540531,56,403.06
540532,37,335.64000000000004
540533,67,269.14
540534,24,22.65
540536,93,329.33000000000004
540537,78,154.25
540538,99,397.3
540539,429,319.92
540540,47,311.35999999999996
540541,181,327.03999999999996
540542,50,67.13
540543,171,467.87999999999994
540544,42,60.83
540545,260,586.23
540546,408,442.11999999999995
540547,84,157.52
540548,34,170.89
540404,235,208.82
540420,251,130.99
540410,92,180.54999999999998
540468,947,4447.360000000001
540418,1074,4597.05
540412,88,319.78
540399,2,15.02
540401,112,36.08
540402,473,314.58
540405,968,58.49
540406,300,17.91
540407,329,142.52
540408,250,12.86
540409,190,228.15
540411,281,134.60999999999999
540413,208,241.73999999999995
540414,410,288.3500000000001
540415,365,631.63
540416,79,112.68
540452,96,13.72
540453,341,256.25000000000006
540454,168,103.67999999999999
540455,488,265.64
540456,80,136.37
540457,22,68.78
540458,1772,1838.5800000000004
540459,186,130.0
540460,202,148.87
540461,102,96.22999999999999
540462,195,204.85
540463,103,215.86
540464,1070,643.58
540465,78,35.919999999999995
540466,72,14.61
540467,222,224.08
540469,626,1218.1899999999998
540471,367,515.04
540472,223,240.31
540473,571,1583.3600000000001
540474,4,17.91
540475,70,119.36000000000001
540476,1,14.61
540477,404,190.87
540478,1800,47.76
540479,90,119.66999999999999
540480,363,525.78
540481,94,103.03999999999999
540482,147,460.72999999999996
540489,199,583.93
540493,118,227.6
540495,2,15.84
540496,187,267.55
540497,8,25.93
540365,177,330.79999999999995
540352,782,4483.5
540355,691,1740.2599999999998
540356,117,768.6599999999999
540265,86,272.33000000000004
540371,71,271.56
540258,212,43.76
540259,366,281.38
540260,344,624.49
540261,536,153.62
540262,147,11.94
540263,184,56.45
540264,600,10.99
540267,4662,559.8100000000002
540268,944,612.4800000000001
540269,40,118.88
540273,711,189.52999999999997
540274,92,69.44
540275,669,212.64
540276,669,212.64000000000001
540277,1738,385.8300000000001
540278,223,1215.2700000000004
540279,12,13.27
540280,140,22.65
540288,165,1179.0
540316,204,422.73999999999995
540345,130,129.55
540348,93,376.61999999999995
540349,569,496.58000000000004
540350,61,633.1800000000001
540351,261,287.72
540353,282,911.3600000000001
540354,288,200.14
540357,1171,498.21999999999997
540358,262,107.46
540359,366,302.01
540361,274,70.75
540362,113,371.44
540363,618,35.519999999999996
540364,95,620.0
540370,72,11.34
540372,2650,2127.4500000000003
540373,109,507.57
540374,208,140.66
540383,203,77.53
540387,149,155.9
540395,55,325.89000000000004
540396,392,136.85000000000002
540397,95,522.01
540375,1,23.32
540247,350,2268.76
540154,732,3730.34
540255,484,3048.8099999999995
540113,265,217.14999999999998
540114,320,108.21
540115,75,96.64999999999999
540116,1,18.06
540120,408,309.1500000000001
540121,238,209.25
540122,1720,262.49
540126,886,117.36
540130,138,30.03
540146,138,315.98
540148,510,245.07
540149,344,259.28
540153,132,84.6
540157,590,641.6400000000001
540159,192,21.299999999999997
540160,1032,39.59
540161,148,217.92999999999998
540162,33,90.97
540163,1068,611.8100000000001
540166,400,17.91
540167,182,100.66999999999999
540168,239,616.61
540169,33,422.84000000000003
540170,56,68.76
540172,54,256.84999999999997
540173,80,11.74
540174,24,14.61
540175,480,14.33
540176,1914,414.84000000000003
540178,359,425.90000000000003
540179,137,799.1400000000001
540180,56,157.3
540181,216,23.85
540182,224,76.42
540183,628,296.32
540184,18,103.01
540185,305,387.6299999999999
540186,5,23.93
540187,717,515.14
540188,303,420.09
540227,1,15.32
540238,168,1230.2000000000003
540239,360,497.97999999999996
540240,571,336.86999999999995
540242,274,354.40999999999997
540245,1032,79.84
540248,184,608.8300000000002
540249,400,182.44
540253,444,99.73000000000002
540257,75,198.68999999999997
540150,3,23.32
540251,1,23.32
540026,1679,5487.3099999999995
539993,171,200.98
540001,270,119.54
540002,188,57.21
540003,140,360.05999999999995
540004,72,11.34
540005,138,195.67000000000002
540013,183,471.84999999999997
540014,152,802.1
540015,286,356.0900000000001
540016,114,143.54
540017,265,156.64
540019,352,385.48999999999995
540020,34,47.25
540021,229,910.0500000000002
540022,270,125.72999999999999
540023,330,593.2900000000001
540024,4,16.35
540025,504,127.09
540027,238,301.15000000000003
540028,36,255.46999999999997
540029,24,14.09
540031,135,405.41999999999996
540032,88,110.96000000000001
540033,526,613.8199999999999
540040,288,140.92000000000002
540043,49,244.49
540059,264,47.47
540060,58,149.44
540073,193,311.81999999999994
540093,25,235.63
540094,169,249.98
540095,131,286.44999999999993
540096,624,194.37
540098,71,694.28
540099,322,550.1800000000001
539958,2317,6872.329999999999
539955,141,852.1299999999998
539864,39,13.79
539865,120,39.84
539867,93,107.54
539920,153,445.76
539921,5,72.06
539933,333,432.64
539946,62,91.44999999999999
539951,7,105.72
539952,11,50.94
539953,5,50.629999999999995
539954,66,37.47
539957,866,825.82
539978,496,144.06000000000003
539979,7,24.34
539981,238,271.06
539982,65,263.17
539984,107,186.53
539985,387,190.47
539986,7,24.39
539987,1,17.37
539988,160,1128.54
539989,1,14.09
539990,17,134.88
539991,18,203.80999999999997
539992,3,38.019999999999996
539761,374,334.11999999999995
539762,400,11.53
539764,540,123.58000000000001
539766,150,368.5999999999999
539825,3,34.87
539826,167,436.5899999999999
539828,4,16.35
539829,88,45.86
539831,36,218.3
539835,193,225.59
539836,72,266.28999999999996
539837,28,257.6
539839,2,26.34
539840,751,403.86
539856,133,650.88
539858,168,42.05
539859,100,61.1
539663,79,714.57
539708,167,1950.8600000000001
539737,219,1925.75
539742,42,598.5999999999999
539718,246,2147.7699999999995
539735,63,789.2099999999998
539738,221,1580.28
539739,124,1226.86
539740,134,1052.9
539741,44,719.2199999999997
539743,35,487.84000000000003
539744,61,720.9899999999999
539750,2858,2907.3399999999997
539745,40,539.54
539748,6,102.36
539658,125,221.7
539659,454,519.36
539660,8,45.709999999999994
539662,24,62.53
539664,12,12.4
539665,2,11.74
539666,236,41.35
539675,28,28.59
539676,185,181.6
539713,25,10.68
539714,3,11.12
539715,1,11.53
539716,52,71.08
539717,20,40.629999999999995
539720,40,38.519999999999996
539721,1296,10.51
539722,354,421.67
539723,150,108.68
539725,101,282.85999999999996
539727,24,38.32
539728,688,731.8000000000003
539729,1,18.4
539730,85,152.35999999999999
539731,6668,636.8600000000001
539732,6,15.32
539733,35,157.21999999999997
539734,1,18.4
539736,141,1323.1699999999998
539746,29,281.61
539747,15,163.01
539751,5,11.12
539752,128,229.08
539753,11,165.58999999999997
539754,20,228.13
539755,7,94.91
539758,1,14.61
539759,1,12.4
539760,250,476.18999999999994
539724,30,23.32
539581,82,802.3300000000002
539496,185,228.32
539631,413,3762.01
539492,466,4336.34
539595,417,3888.26
539487,75,145.47
539488,604,533.52
539489,126,32.85
539490,129,199.09
539491,45,185.85000000000002
539493,13,140.17
539497,145,184.82999999999998
539498,189,269.96
539500,54,14.16
539501,136,385.76
539502,411,490.69
539551,128,179.29
539561,336,92.37
539564,196,88.38
539567,96,11.34
539570,144,167.07999999999998
539571,2,18.4
539572,102,29.22
539578,3600,63.959999999999994
539579,111,597.93
539580,177,200.9
539586,1362,313.64
539587,684,238.89000000000001
539588,24,310.17999999999995
539590,360,230.54
539591,48,15.32
539592,3,15.32
539593,325,436.38
539594,92,52.25999999999999
539597,24,25.72
539604,24,14.61
539607,599,586.31
539609,62,260.21999999999997
539610,33,361.05999999999995
539628,256,81.18
539629,82,80.56
539630,244,158.6
539633,36,37.05
539634,150,22.73
539635,168,175.2
539636,228,172.1
539637,50,264.14
539639,15,132.23999999999998
539641,45,110.89
539642,140,522.7299999999999
539643,3,13.79
539645,1,11.22
539646,30,11.22
539647,109,750.35
539648,4,48.58
539649,10,101.24
539650,82,250.77999999999997
539651,25,10.68
539653,404,576.02
539654,789,641.5600000000001
539656,1,12.4
539461,101,194.15999999999997
539462,213,189.39000000000001
539463,135,206.52
539464,100,414.2499999999999
539465,876,173.13
539466,333,292.37000000000006
539468,176,379.72
539469,152,457.39
539470,102,527.09
539471,157,524.23
539472,20,205.17
539473,154,238.57999999999998
539474,8,83.36999999999999
539475,319,1070.51
539477,297,323.23
539478,56,256.17
539479,6,79.47000000000001
539480,4,60.11
539481,10,23.06
539482,39,127.35
539483,24,131.68
539484,511,851.8600000000002
539485,1,30.7
539440,2,660.62
539421,373,558.7800000000001
539434,1042,7064.77
539436,830,6726.23
539437,1308,7834.4400000000005
539451,832,6784.59
539453,1119,6809.69
539325,255,312.18999999999994
539326,69,241.82
539327,42,57.910000000000004
539328,212,103.24
539330,48,97.05999999999999
539331,300,10.99
539332,200,10.99
539333,197,260.55
539334,10,129.09
539335,46,72.98
539336,58,50.519999999999996
539337,326,376.78
539338,3714,289.06
539351,100,89.11999999999999
539353,190,273.04
539374,189,300.04
539379,65,185.21
539391,58,166.07
539395,433,372.19
539398,6,15.32
539400,24,39.0
539401,133,122.6
539403,81,147.38
539404,60,344.75
539405,322,229.91
539407,332,55.949999999999996
539408,221,166.88
539410,24,14.61
539411,114,156.45
539412,12,46.169999999999995
539414,100,519.5799999999999
539415,258,108.44999999999999
539416,52,34.629999999999995
539417,32,55.45
539418,72,108.88
539419,146,126.38
539420,84,48.16
539422,83,111.92999999999998
539423,33,124.98999999999998
539435,64,56.879999999999995
539439,156,305.03
539441,1,10.68
539442,127,210.64999999999998
539443,304,86.2
539444,551,461.29999999999995
539445,54,96.17999999999999
539446,388,385.05999999999995
539447,222,235.39999999999998
539449,3,35.92
539450,78,385.64
539452,266,122.57
539454,66,121.63999999999999
539455,87,378.91
539456,36,459.42999999999995
539457,8,98.96000000000001
539458,46,250.85000000000002
539459,167,194.76000000000002
539460,20,11.94
539080,113,733.7199999999999
539306,21,116.9
539314,180,286.06
539144,100,74.81
539312,78,70.46
539317,219,669.1099999999999
539280,17,88.66
539076,96,77.73
539077,177,39.92
539078,330,109.47
539079,79,155.43
539081,1,13.27
539082,78,180.99
539083,15,27.060000000000002
539084,93,141.78
539085,120,34.82
539086,260,140.13
539087,566,133.44
539088,734,310.33000000000004
539089,86,152.75
539091,50,69.8
539092,188,90.22
539093,68,25.63
539094,57,94.28
539095,160,181.19
539096,216,11.74
539098,274,244.03999999999996
539099,256,391.4599999999999
539101,4800,135.35
539102,984,59.089999999999996
539103,367,243.42
539105,69,113.37
539106,632,166.88
539107,96,38.48
539108,48,14.61
539109,800,23.85
539111,146,106.05
539112,119,277.76
539113,3,5.97
539118,315,258.20000000000005
539142,107,107.39
539143,11,43.92
539160,236,136.97
539181,84,399.15999999999997
539185,99,490.2900000000001
539196,252,521.06
539201,135,165.72
539211,338,358.38999999999993
539212,91,255.59
539213,170,169.32
539214,78,168.17000000000002
539215,126,511.25999999999993
539216,3,30.96
539217,242,270.86
539218,1,14.09
539219,102,47.46999999999999
539220,25,324.12
539222,130,184.93
539223,2,23.06
539225,768,794.1400000000001
539226,103,88.91
539240,902,507.68999999999994
539242,44,104.91999999999999
539243,46,394.56999999999994
539245,33,385.5899999999999
539246,37,264.98
539247,126,210.02999999999997
539248,156,78.4
539249,108,184.02999999999997
539250,1078,639.8099999999998
539252,544,211.83
539254,216,80.55
539255,230,238.24999999999997
539256,269,365.04999999999995
539257,532,77.74
539259,236,230.69
539261,395,380.64
539262,438,281.82
539263,173,303.08
539264,150,157.23000000000002
539265,1,15.32
539266,38,102.96000000000001
539267,130,67.41
539268,6,30.64
539269,11,44.019999999999996
539272,32,59.010000000000005
539275,156,80.44999999999999
539281,283,389.91999999999996
539282,64,77.42
539283,95,174.26
539285,61,105.9
539286,68,74.66
539288,10,10.81
539290,128,183.12
539292,54,143.03
539293,195,296.24
539294,92,724.26
539295,164,131.89000000000001
539296,48,60.1
539297,76,132.82000000000002
539298,29,152.71
539299,31,208.57999999999998
539300,38,196.17
539303,202,106.43
539304,144,12.4
539305,225,256.89
539307,2856,460.16999999999996
539308,160,175.10999999999999
539309,157,200.09999999999997
539310,4,14.09
539311,386,179.42000000000002
539313,134,153.31
539315,58,175.2
539316,22,85.63
539318,1248,173.82999999999998
539319,78,56.36
539320,352,228.98000000000002
539321,91,641.1300000000001
539322,77,235.79000000000002
539323,6,32.79
539324,89,597.08
538999,184,1597.07
539016,198,838.3700000000001
539044,537,2187.1099999999997
538895,370,169.55000000000004
538896,270,215.15999999999997
538899,58,76.11
538900,135,278.86
538901,115,154.7
538902,262,140.20999999999998
538903,229,365.53
538905,183,188.15000000000003
538907,24,91.07
538908,194,168.4
538909,18,84.61000000000001
538910,59,122.38
538917,264,1005.1600000000001
538935,71,168.10999999999999
538942,49,170.41
538943,168,47.449999999999996
538944,82,138.25
538945,894,285.71000000000004
538951,63,540.7200000000001
538967,168,99.28999999999999
538968,248,220.16
538991,3944,529.73
538992,135,398.37
538993,56,73.79
538994,82,147.66
538995,506,391.79999999999995
538996,38,91.78999999999999
538998,1101,192.99000000000004
539000,31,120.57000000000001
539001,24,14.61
539002,51,459.3299999999999
539004,142,112.94
539005,24,11.12
539006,34,54.870000000000005
539007,34,224.61999999999998
539008,124,109.46
539009,153,538.3700000000001
539010,148,514.9000000000001
539011,132,45.44
539012,1536,88.96
539014,336,288.86
539015,160,229.73999999999998
539017,4,14.3
539018,158,201.95999999999998
539019,150,552.7
539030,390,230.49
539032,40,63.08
539033,36,16.76
539034,83,297.96999999999997
539036,423,207.48
539038,357,246.77
539039,930,746.8000000000002
539040,43,217.27999999999997
539041,434,294.05
539042,164,113.78999999999999
539043,250,169.96
539045,25,33.16
539046,235,186.89
539047,168,97.56
539048,192,10.68
539049,364,261.56999999999994
539050,134,807.38
539051,3,15.32
539052,6,13.27
539053,70,675.01
539064,8,110.51
539070,26,44.279999999999994
539074,11,158.51
539075,103,485.65999999999997
539013,3,23.32
538883,148,1359.9899999999998
538870,125,98.66
538877,2153,2386.4799999999996
538880,88,986.9199999999998
538687,210,73.74
538688,100,83.07
538689,146,224.07
538697,40,42.9
538706,392,176.64
538707,75,531.91
538708,191,248.79
538709,63,578.03
538710,117,158.54
538714,137,355.73999999999995
538715,118,260.26
538716,12,11.74
538719,48,11.53
538721,4,13.27
538722,104,299.04999999999995
538724,1,13.27
538744,121,751.2399999999999
538753,38,112.16999999999999
538778,13,118.44
538783,490,373.86
538785,76,107.61
538795,109,151.29
538796,190,220.98999999999998
538797,25,10.68
538799,225,759.7400000000001
538800,86,110.57999999999998
538801,384,192.28
538807,112,336.4
538808,751,491.35999999999996
538809,208,146.89000000000001
538810,38,353.08
538811,388,300.38
538812,53,75.65
538814,140,322.46999999999997
538815,75,161.01
538816,81,238.8
538817,360,44.279999999999994
538826,917,1054.26
538827,2552,1049.32
538828,300,44.48
538829,384,11.12
538830,78,64.47
538831,224,47.82
538832,251,331.29999999999995
538836,111,303.40000000000003
538839,109,650.9600000000002
538841,75,186.46
538843,46,268.78000000000003
538844,470,225.69
538845,74,74.34
538846,4,26.13
538848,240,15.32
538849,463,1183.1499999999999
538850,59,128.63
538851,187,210.51
538852,107,387.46999999999997
538853,270,643.8000000000001
538854,152,164.96
538855,219,392.52
538856,220,57.550000000000004
538857,63,152.05
538858,640,133.76999999999998
538859,428,77.3
538860,52,165.28
538862,52,233.82
538863,138,576.8199999999999
538864,90,71.12
538865,33,68.28
538866,318,905.4700000000001
538867,1,14.09
538868,814,315.15
538869,43,47.71
538871,186,82.09
538872,90,164.39
538875,106,120.74
538878,104,117.29
538879,402,217.81
538881,79,786.8999999999999
538884,61,704.9000000000001
538885,3,17.17
538886,234,359.3
538888,114,175.96
538890,377,613.08
538892,12,11.74
538894,87,325.96
538662,980,1829.8599999999997
538524,1302,7299.58
538529,220,353.72999999999996
538566,1031,7177.86
538521,56,303.33
538522,552,70.28
538523,270,319.96999999999997
538525,295,265.60999999999996
538526,864,47.019999999999996
538527,336,81.39
538528,56,77.94
538532,117,195.22999999999996
538533,238,432.87
538534,48,11.12
538535,61,103.41
538537,105,116.68
538541,227,215.12
538557,4,34.75
538558,562,384.22
538565,2,11.22
538567,265,191.09999999999997
538576,70,215.5
538591,296,121.04
538592,86,198.31999999999996
538593,366,137.27
538594,490,22.619999999999997
538596,72,96.95
538597,195,286.65999999999997
538625,843,710.72
538626,336,738.06
538627,12,81.49999999999999
538629,133,412.15999999999997
538630,640,643.7600000000001
538631,440,113.22
538633,57,251.52
538634,242,537.99
538635,144,702.94
538636,272,651.26
538637,129,567.25
538638,116,658.0000000000002
538639,98,226.74
538640,90,71.28
538641,772,462.8500000000001
538644,2,33.260000000000005
538645,230,194.27999999999997
538646,208,185.54999999999998
538648,240,67.48
538649,3,32.85
538651,77,296.34999999999997
538652,343,804.7
538653,504,244.20000000000002
538654,26,69.64
538655,69,275.2
538656,40,120.47
538657,63,256.15999999999997
538658,131,91.45000000000002
538659,255,471.69999999999993
538660,419,586.2299999999999
538661,119,145.33
538663,8,35.72
538664,844,444.64
538665,73,147.95
538666,7,73.38
538667,2,11.22
538668,46,24.6
538669,1,11.22
538671,113,71.53
538678,33,215.38
538679,52,145.32
538683,312,230.58
538365,102,279.59000000000003
538366,44,112.6
538367,635,505.53000000000003
538368,74,864.7500000000001
538369,110,539.7199999999999
538370,218,656.09
538371,197,523.77
538374,114,541.1500000000001
538378,131,506.38
538379,88,798.1100000000001
538382,84,490.1699999999999
538397,2409,580.25
538403,196,280.22999999999996
538409,67,118.76
538417,51,113.91999999999999
538418,128,540.1099999999999
538419,91,484.22
538420,1728,10.42
538421,56,360.36999999999995
538437,46,300.26
538449,228,693.02
538453,195,351.99999999999994
538470,2,32.39
538473,66,189.64000000000001
538488,120,331.34999999999997
538497,70,547.5200000000001
538501,2,16.35
538503,174,83.13
538504,103,220.0
