CustomerNo,TotalQuantity,TotalMoney
14181,7,84.64
12580,236,2566.92
13712,352,3842.82
13718,173,2087.28
14981,97,919.9
16144,16,343.52
12100,759,10683.71
17906,26,341.2
15917,42,556.61
13863,224,2543.92
14220,273,3449.67
17140,302,3572.2
14964,510,6692.19
16378,267,3108.91
16586,95,1449.43
16105,330,3728.24
15945,57,784.4
15442,120,1838.4
17492,155,1972.54
15040,6,63.9
14747,84,1197.23
16142,422,4633.72
13059,35,546.64
18185,183,2187.25
16699,12,148.25
13781,30,438.48
14886,160,1775.06
13626,209,2406.02
13604,16,219.05
13462,62,790.7
17701,109,1306.76
17580,87,1109.76
14674,6,80.68
12505,121,1833.64
14479,117,1523.26
17438,103,1453.79
14890,51,651.48
15894,167,1974.87
14957,34,408.41
12373,647,7980.55
17775,72,795.84
15353,343,4311.66
17322,5,67.78
15424,1501,18217.88
18108,84,1138.78
15832,465,5562.34
15528,123,1471.12
14203,5963,78231.14
12165,91,1283.18
12167,95,1457.46
15589,243,2980.99
16166,89,1261.88
14168,64,907.25
13204,14,357.98
13803,121,1524.14
16980,788,9067.08
13368,470,5573.13
18010,60,794.15
12792,215,2556.83
13649,215,2753.79
15083,38,480.02
16692,151,2702.46
15032,2968,21334.49
13357,322,3925.58
18071,260,3128.97
14476,132,1573.92
13452,2,1321.24
14536,71,861.4
13341,301,3760.96
14256,414,5235.91
13512,143,1723.29
17698,93,1112.07
16022,261,3253.46
16769,83,1240.51
16063,262,3029.1
15178,30,287.8
14348,183,2295.35
12551,168,1759.01
12411,2,55.24
12564,130,1625.93
12818,920,10641.32
13239,363,4058.5
14870,119,1555.06
12811,227,2432.81
17507,359,4299.85
18191,140,1647.88
13132,20,284.16
17486,191,2364.34
16250,764,9864.79
17102,2,46.64
17249,413,5590.46
12396,473,6765.1
14632,96,1040.18
16135,209,2672.32
12831,135,1603.85
15437,79,1008.7
15457,132,1500.35
16721,172,2062.69
16619,133,1595.07
14762,341,3624.26
13934,390,4942.39
18224,69,870.07
17678,207,2427.22
17763,12,138.36
13262,125,1486.55
16427,156,1845.82
16096,158,1829.48
12042,460,6296.77
12902,66,818.54
15408,106,1360.31
15703,66,893.22
16402,149,1822.16
14693,34,525.72
15445,58,710.76
12089,99,1179.53
17230,1652,20420.64
13977,118,1712.55
16976,167,2236.22
13072,69,888.78
15695,212,2593.12
16716,120,2153.52
14059,128,1500.04
17933,70,707.26
14949,22,269.8
16256,581,6726.58
15019,159,1871.92
14041,94,1108.37
17060,216,2454.72
14155,22,328.9
14025,1,14.09
16216,254,3540.82
15896,626,8416.08
13707,351,4424.22
15892,273,3756.83
13185,12,196.2
13216,665,8512.44
16377,1500,16072.8
12514,440,5134.98
16152,642,8455.06
16297,206,2421.18
13358,281,3260.59
13261,210,3120.14
13299,30,453.48
15779,3,45.96
13648,405,5875.95
16037,428,5023.96
15047,222,2627.74
17542,134,1548.39
16392,203,2271.48
14962,44,580.91
15388,88,1046.04
13708,305,3333.08
14114,101,1431.34
13133,32,440.5
15049,63,769.79
16766,536,6668.08
13226,80,930.9
13043,254,3132.7
14727,62,910.72
14603,400,4776
16625,164,1838.59
15308,175,2112
18086,106,1130.58
14350,183,2165.73
12881,100,1834.54
17138,126,1681.39
13093,3958,43563.5
14165,54,679.02
15057,668,8372.9
13493,836,10879.85
12008,421,5689.57
15234,196,2149.38
14586,444,4794
15944,50,845.62
16917,232,2779.76
12623,189,2029.3
17639,49,613.41
17713,1390,19404.69
13714,75,1071.76
15554,74,981
18280,45,623.26
12614,76,1102.41
14012,160,1977.24
17654,41,540.69
16517,96,1150.65
14247,47,621.84
16703,1,18.4
13581,262,3557.92
15586,43,486.72
13382,131,1571.11
14570,93,1169.82
12755,1491,19184.42
14779,84,1256.67
14670,337,3858.05
17535,136,1562.38
14483,97,1134.66
16159,236,2775.8
17995,133,1441.16
17789,74,989.86
13715,563,6501.64
15733,62,801.74
12834,110,1447.5
16792,44,564.08
12873,128,1694.88
17923,50,725
15257,46,796.53
15317,76,1104.71
16078,16,245.12
15709,121,1376.76
15456,660,7200.21
12866,167,2184.52
16315,108,1404.21
14316,17,242.03
13166,216,2641.38
12078,185,2667.26
14036,268,3266.67
14160,4,41
16339,23,348.45
16176,87,881.51
12509,54,715.84
14046,443,4696.57
17165,100,1187.58
13684,39,468.61
16598,73,897.08
12025,78,1021.59
13345,406,5394.37
13753,512,6007.46
12361,90,922.62
13973,109,1327.31
15928,331,4530.82
18056,211,2535.22
16072,140,2033.57
12565,80,969.5
17117,68,816.04
12945,165,1922.57
15543,86,1012.54
13751,154,1296.44
16997,360,2206.8
17766,80,1074.32
14771,91,1085.04
15772,72,1014.94
18068,6,165.72
15397,20,301.35
13773,1,15.02
17171,185,2126.79
18114,55,789.3
18087,3906,43317.54
16546,949,11704.34
16349,1511,21255.4
16913,82,956.81
15303,248,3070.27
12469,50,615.22
12707,256,3242.17
12365,173,2101.83
13044,445,5141.86
12988,136,1942.45
12852,149,1846.66
13932,72,1052.85
16765,4,75.84
14438,83,680.84
12214,718,10198.44
13151,363,5009.48
13201,94,1326.91
14202,78,1060.34
18138,38,545.9
17326,3,52.02
14371,34,451.52
16509,64,1028.69
14386,54,699.4
15670,91,1109.99
16494,675,7765.88
16148,72,816.48
13893,190,2788.7
14935,935,11415
16073,48,617.28
12082,3,32.89
14760,40,501.36
15085,1,15.84
17089,366,4844.64
15236,269,3086.24
17829,496,5995.24
14922,1,21.17
16897,73,1045.19
16084,216,2661
13660,306,4111.8
18159,139,1968.08
13819,1109,11515.72
17753,6,69.18
15629,108,1579.06
13706,189,2276.31
14431,130,1814.42
16425,199,2349.8
17334,315,3543.6
16405,187,2087.61
14081,596,7066.51
16725,288,3714.1
15843,27,398.61
15970,116,1212.18
12401,7,124.47
17843,88,1104.59
17358,495,6541.58
13399,260,3677.87
15448,783,10704.57
17859,127,1257.37
15753,155,1733.76
17881,32,464.68
14600,125,1684.19
13809,29,456.12
14048,288,3372.11
12956,34,459.2
17392,318,3704.19
13584,37,519.07
15808,1343,16658.6
14200,96,1371.41
12171,137,1921.96
14237,603,8650.66
12410,207,2668.3
17517,102,1203.22
17226,406,4564.79
17291,72,1302.48
15090,208,2463.18
16030,283,3119.24
13800,331,3964.64
14497,235,2895.85
14457,88,1018.36
12559,281,3418.7
15226,71,885.92
18250,199,2397.72
17912,185,2215.16
17223,111,1539.24
13906,531,6911.11
15794,140,2003.08
17356,166,1884.14
14850,293,3336.67
15849,20,283.31
14549,136,1629.32
15107,170,2069.78
15940,4,77.68
15633,164,2222.9
16664,300,4331.81
17239,150,1929.26
18095,419,4889.59
16403,114,1108.74
17619,127,1525.64
13600,324,3547.16
15881,260,2916.62
17062,418,4830.22
13161,29,412.75
15415,575,6323.76
12574,59,791.58
12735,363,4367.49
12377,942,11241.34
12764,386,5692.32
15387,5,61.34
13328,680,8071.76
12255,406,5592.11
13252,101,1402.33
16124,48,747.2
17118,154,1500.84
15661,236,2737.16
12591,225,2661.17
15222,440,4523.6
13615,186,2316.02
16757,81,939.54
15213,272,2761.62
16222,365,4596.88
14248,102,1355.5
13002,73,872.21
14137,14,164.08
17127,3,51.5
13703,10,204.5
15052,82,1061.6
14368,36,527.88
15879,41,546.88
14782,114,1373.38
14439,526,8118.66
16975,1121,13392.34
13551,9,168.06
14130,258,3127.94
17714,92,1099.66
15167,67,847.64
14068,73,1020.65
15174,145,1506.16
17890,416,4880.87
16387,44,547.64
17810,76,1040.15
15262,73,931.56
17862,100,1363.94
12402,92,837.5
15422,38,489.56
13008,175,1909.66
12665,36,415.08
14090,72,816.48
18233,4,492
12346,74215,840113.8
15395,17,284.37
14492,8,113.45
13423,1229,15478.34
12872,319,3884.21
15316,100,597
14238,111,1288.33
13859,129,1528.3
18212,101,1289.74
12128,30,472.13
16132,54,835.49
13219,1164,14619.62
13385,281,3427.87
12672,78,931.2
16130,113,1663.16
18106,128,1753.23
15510,2,1321.24
16995,912,11485.9
13284,91,980.8
15447,85,1030.28
18085,265,3422.91
14185,6,264.1
14977,1390,17386.09
15171,290,4293.9
16821,1066,13693.18
12736,168,1869.6
16351,90,717.54
13144,21,328.92
17569,159,1982.37
17406,787,11713.77
16850,249,2892.75
15100,80,1717.6
17128,76,939.9
12793,292,2665.64
12651,75,867.3
18032,42,505.8
12501,1772,20100.06
15607,202,2177.12
12489,103,1361.97
15649,192,2805.12
16476,1,14.61
14889,90,1001.88
17355,691,10079.13
12386,354,4040.3
15375,1,23.32
15464,350,4626.24
12154,732,9185.1
14255,484,6067.87
17116,1,18.06
15266,18,306.77
14186,5,59.39
12026,1679,20486.32
16282,114,1340.98
13958,2317,28224.29
14955,141,2369.1
15562,39,537.81
13922,93,1129.72
17952,11,139.55
14979,7,84.5
14986,7,87.36
14991,18,265.16
13825,3,34.87
12734,88,1015.2
13839,2,26.34
16742,42,708.55
14718,246,3678.53
15741,44,799.03
17745,40,707.28
16270,688,8220.88
15736,141,2275.59
13747,23,390.75
16492,466,6876.68
15595,417,5971.68
15279,189,2235.12
15460,109,1327.16
16649,10,145.68
14650,82,939.29
13564,660,7992.62
17343,56,772.46
15481,10,114.48
12485,1,30.7
13337,326,3977.2
15204,258,2909.1
15160,84,1023
13033,83,740.11
13874,180,2398.74
14373,17,252.7
17496,79,1087.48
12081,1,13.27
15789,438,4849.48
15224,152,1888.16
18176,283,3388.6
17691,134,1670.98
13295,82,1046.54
17525,82,1273.9
17551,150,1851.89
18050,40,486.22
17752,192,2050.56
14070,26,286.92
16074,11,169.63
12013,3,69.96
14877,2153,34630.67
15880,299,3934.99
13948,40,514.6
16202,191,2332.12
16724,1,13.27
17194,112,1380.61
16812,81,1321.44
15884,61,1006.42
15566,1031,14893.16
17524,90,1070.99
14678,33,401.49
15503,74,909.2
17251,110,1417.69
14413,68,810.49
18004,78,954.74
15454,86,1064.92
17880,314,3688.7
15723,87,1099.92
12785,129,1221.82
16727,177,2093.68
13154,31,516.16
12071,1640,23215.26
14437,60,679.56
12797,117,1430.82
13369,148,1781.6
14355,92,1121.74
16065,231,2682.43
12060,3,36.75
17978,499,5423.48
16795,239,2874.67
17456,222,2531.46
12441,120,1389.3
15973,106,1402.26
16893,62,772.76
16679,29,430.32
18269,76,951.68
15332,640,8188.08
13270,200,2654
14839,9,105.44
15347,130,1538.92
12858,15,179.3
15638,1444,20250.44
13641,137,2401.87
18119,125,1466.75
13786,136,1629.92
15180,36,458.7
13807,36,484.38
16125,124,1445.15
12237,1607,22960.43
16858,91,1317.56
15899,39,276.24
12251,103,1280.78
12252,31,344.72
12253,178,2184.44
18113,72,816.48
17860,104,1312.86
16658,40,536.25
13442,2,25.7
16718,413,4872.27
12686,106,1159.4
13370,343,4289.27
16864,65,1172.04
14589,5,92
16926,35,594.74
14982,1834,29038.07
15991,32,355.1
12725,162,2041.74
16752,54,766.16
17850,1709,22920.73
12855,30,346.5
17855,197,2233.23
13108,298,3413.5
15070,36,477.72
16640,11,159.73
15363,144,1750.14
16510,92,1197.22
17976,106,1448.34
16781,113,1477.12
16754,4280,45914.4
14576,12,159.24
12738,147,1647.17
18074,190,2449.37
12791,96,1166.4
17908,173,1998.18
16583,111,1376.86
17968,160,1899.72
14729,197,2251.42
15350,51,641.16
15922,138,1792.92
15165,160,2139.85
17544,1207,17365.96
17643,71,831.87
16048,144,1738.68
16274,153,1914.31
14142,313,3528.16
13065,74,969.49
18011,71,821.04
17558,5,153.5
