,TransactionNo,TotalQuantity,TotalMoney
16215,544846,133,265.99
16216,544847,33,69.75
16217,544885,100,321.61999999999995
16218,544886,140,127.56
16219,544887,339,840.7900000000002
16220,544888,117,270.98
16221,544892,16,137.26
16222,544893,566,426.46
16223,544894,362,440.2000000000001
16224,544895,121,184.83
16225,544898,66,109.93
16226,544899,97,183.28
16227,544900,125,244.33
16228,544903,139,340.2099999999999
16229,544904,107,280.68
16230,544905,68,128.84
16231,544906,308,191.13
16232,544907,165,328.11
16234,544912,302,102.56
16235,544913,86,350.0999999999999
16236,544914,229,128.82999999999998
16237,544915,90,63.09
16238,544916,89,242.58
16239,544917,152,118.83
16240,544918,561,600.23
16241,544919,98,90.46
16242,544920,221,371.76
16243,544921,208,138.08
16244,544922,348,113.05
16245,544923,16,15.32
16246,544924,150,214.63
16247,544925,120,24.52
16248,544926,32,91.01
16249,544927,1,11.12
16250,544929,100,48.13
16251,544930,146,679.17
16252,544931,560,731.9
16253,544896,2,23.32
16254,544701,262,308.71
16255,544689,54,61.09
16256,544789,98,368.37
16257,544776,628,1809.92
16258,544796,243,561.05
16259,544766,80,756.5899999999999
16260,544770,58,731.5999999999999
16261,544771,91,706.5999999999999
16262,544772,72,689.4499999999998
16263,544812,543,3047.46
16264,544691,417,570.7600000000001
16265,544805,6,27.62
16266,544767,57,508.37
16267,544768,64,563.03
16268,544688,107,239.58
16271,544693,20,91.84
16272,544694,202,343.53
16273,544695,216,251.32
16274,544697,76,113.36
16275,544698,360,10.99
16276,544699,240,10.99
16277,544700,211,212.77
16278,544702,198,154.31
16279,544717,394,385.8299999999999
16280,544724,65,110.7
16281,544749,37,241.16
16282,544754,365,298.0
16283,544769,252,62.0
16284,544773,1,15.02
16285,544774,107,171.39
16286,544777,553,311.57
16287,544778,144,962.77
16288,544779,42,111.97
16289,544788,553,398.78
16290,544790,549,956.23
16291,544791,148,276.16
16292,544792,346,421.48
16294,544794,84,67.63
16295,544795,526,717.0100000000001
16296,544797,288,10.81
16297,544798,73,132.88
16298,544799,112,88.61
16299,544800,97,269.19
16300,544801,193,220.26
16301,544802,276,249.96
16302,544803,59,394.2699999999999
16303,544804,176,125.42
16304,544806,169,196.87
16305,544807,30,18.09
16306,544808,60,320.94999999999993
16307,544809,1,18.96
16308,544810,203,267.72
16309,544811,198,167.82
16310,544813,43,169.65
16311,544815,185,203.03
16312,544816,192,71.15
16313,544817,264,190.49
16314,544818,96,46.6
16315,544819,28,133.42000000000002
16316,544820,1,20.45
16318,544681,401,3071.24
16319,544659,55,445.7999999999999
16320,544684,569,2955.76
16321,544646,105,404.1
16322,544600,17,33.72
16323,544601,376,423.87
16324,544602,198,144.22
16325,544603,96,70.92
16326,544604,144,26.12
16327,544605,144,10.81
16328,544606,100,5.97
16329,544607,169,185.54
16330,544610,140,236.51
16331,544611,72,32.04
16333,544633,116,58.35
16334,544634,189,525.1100000000001
16335,544636,12,13.27
16336,544637,393,231.78
16337,544638,252,144.44000000000003
16338,544642,50,177.76
16339,544643,186,188.24000000000004
16340,544644,266,229.7
16341,544645,560,345.5300000000001
16342,544647,474,179.59
16343,544648,112,166.84
16344,544650,9,147.07999999999998
16346,544652,360,61.62
16347,544654,82,98.98
16348,544656,302,362.36
16349,544658,128,149.65999999999997
16350,544660,299,446.2600000000001
16351,544661,248,433.77
16352,544662,21,281.94
16353,544663,164,213.71
16354,544664,438,545.47
16355,544666,69,476.55
16357,544668,111,237.62
16358,544670,64,361.17
16360,544673,470,786.62
16361,544675,97,126.39
16362,544676,116,493.88
16363,544677,241,997.3600000000002
16364,544678,296,559.5199999999998
16365,544680,8,45.92
16366,544685,594,622.09
16367,544686,4,30.64
16368,544687,134,264.37
16369,544598,263,2002.53
16370,544599,416,3324.1
16371,544472,117,214.32
16372,544572,239,483.87
16373,544468,422,588.6600000000001
16374,544469,50,56.78
16375,544470,256,447.68
16376,544471,264,204.49
16377,544473,108,92.81
16378,544474,193,164.29
16379,544475,12,14.09
16380,544476,240,854.52
16381,544477,336,60.81
16382,544478,216,12.15
16385,544481,91,98.57
16386,544482,616,84.23
16387,544483,266,148.81
16388,544484,545,495.7900000000001
16389,544485,76,254.59
16390,544495,448,560.63
16391,544556,120,163.46
16392,544565,126,227.37
16393,544568,548,653.23
16394,544569,418,964.23
16396,544573,515,274.92
16397,544574,173,273.27000000000004
16398,544582,140,98.26
16399,544585,77,99.03
16400,544586,479,1566.3399999999997
16401,544591,429,448.5
16402,544592,26,171.00000000000003
16403,544595,3,45.97
16404,544596,110,165.81
16405,544597,106,818.5000000000001
16406,544439,398,28.8
16407,544440,80,64.81
16408,544441,14,33.31
16409,544443,16,18.96
16410,544444,361,285.42
16411,544445,199,810.5400000000001
16412,544446,100,10.68
16413,544447,65,200.72
16414,544448,58,240.16
16415,544449,77,301.66
16416,544450,497,1513.3300000000004
16417,544452,110,181.92
16418,544453,51,262.79
16419,544454,95,258.35
16420,544455,288,723.8700000000001
16421,544456,216,192.73000000000005
16422,544457,160,102.98999999999998
16423,544459,490,479.63
16424,544460,218,819.2800000000001
16426,544462,259,925.01
16427,544463,136,1330.4300000000003
16428,544464,115,366.87
16429,544465,146,335.19
16430,544466,97,293.91
16431,544467,107,997.93
16432,544434,528,3128.9700000000003
16433,544409,328,505.2299999999999
16434,544337,282,328.39
16435,544338,149,237.84
16437,544340,108,58.82000000000001
16438,544341,165,264.45
16439,544349,146,200.68
16440,544350,12,37.05
16441,544351,500,35.82
16442,544352,149,218.99
16443,544353,60,88.71000000000001
16444,544354,64,70.66
16446,544356,223,193.95
16447,544368,493,697.7
16448,544390,60,125.56
16449,544391,198,245.99
16451,544393,151,322.41
16452,544394,72,264.05
16453,544395,103,94.03
16454,544398,321,297.08
16455,544399,110,130.76
16457,544404,122,41.88999999999999
16458,544405,50,151.57
16459,544406,310,787.4099999999999
16460,544408,106,111.44
16461,544411,186,195.28
16462,544412,193,213.53
16463,544418,6,35.18
16464,544421,140,157.33999999999995
16465,544423,15,10.68
16466,544426,4,18.96
16467,544430,2,12.86
16468,544431,2,23.78
16469,544438,1,11.12
16470,544206,104,748.0799999999998
16471,544205,101,991.71
16473,544323,330,2414.3500000000004
16474,544286,363,1189.9500000000005
16475,544207,97,708.68
16476,544201,94,1039.0799999999997
16477,544202,78,702.16
16478,544193,274,487.2200000000001
16479,544208,63,535.99
16480,544194,346,157.57
16481,544195,146,75.22999999999999
16482,544196,102,51.77
16483,544197,26,44.17
16484,544198,36,37.92
16485,544199,144,66.67999999999999
16486,544200,114,182.47000000000003
16487,544203,226,307.17
16488,544204,57,545.1700000000001
16489,544209,61,203.5
16490,544210,86,175.5
16491,544211,166,227.79
16492,544271,190,173.56999999999996
16493,544277,135,107.73
16495,544280,173,196.35
16496,544281,302,56.17999999999999
16497,544282,318,239.26999999999995
16499,544292,326,348.32
16501,544294,368,461.13
16503,544296,196,21.08
16504,544297,20,25.11
16506,544299,326,263.28000000000003
16507,544301,76,322.07
16508,544302,76,123.61
16509,544303,57,536.68
16510,544304,113,525.45
16511,544305,48,208.97
16512,544306,172,174.95000000000002
16513,544307,384,170.88
16514,544308,130,56.08
16515,544309,557,367.6
16516,544311,91,601.0600000000001
16517,544312,3,27.26
16518,544313,212,198.95
16519,544314,175,183.93
16520,544315,19,157.04000000000002
16521,544316,362,583.94
16522,544317,38,133.29000000000002
16523,544319,128,206.87
16524,544320,480,10.37
16525,544322,156,58.99
16526,544324,4,57.29
16527,544325,1,13.27
16528,544326,3,52.02
16529,544328,34,56.470000000000006
16530,544329,60,33.98
16531,544330,122,270.16
16532,544332,238,184.03
16533,544333,4,14.47
16534,544334,24,15.32
16535,544335,31,183.22
16536,544336,110,392.9699999999999
16537,544186,387,2598.9
16538,544095,64,234.81
16539,544090,112,140.26999999999998
16540,544091,122,127.09
16541,544092,62,69.17999999999999
16542,544093,144,105.92
16543,544094,250,277.93000000000006
16544,544096,54,99.62
16546,544098,393,445.7499999999999
16547,544100,108,242.17
16548,544101,109,126.7
16549,544102,86,212.67999999999995
16550,544103,15,122.08
16551,544104,32,12.86
16552,544105,210,295.01
16553,544106,371,642.0200000000001
16554,544107,91,161.73
16555,544108,286,211.96
16556,544109,90,117.11
16557,544110,57,421.63
16558,544111,275,313.30999999999995
16559,544112,160,379.91
16561,544125,268,35.379999999999995
16562,544129,135,84.02
16563,544143,20,30.9
16564,544147,12,33.739999999999995
16565,544150,15,139.39
16566,544151,80,179.96
16568,544153,116,518.9000000000001
16569,544154,600,10.92
16570,544155,40,18.09
16571,544156,98,223.82
16572,544157,222,241.83
16573,544158,64,77.94
16574,544159,284,333.15
16576,544161,233,266.35
16577,544162,138,254.39
16578,544163,18,25.21
16580,544165,102,223.71
16581,544166,50,68.68
16582,544167,134,433.87
16583,544168,144,24.6
16584,544169,129,191.26
16585,544170,72,11.34
16586,544176,45,78.77
16588,544178,105,81.19000000000001
16589,544179,219,207.09
16590,544180,280,91.72
16591,544181,332,335.66
16592,544182,112,214.6
16593,544183,524,35.12
16594,544185,141,11.34
16595,544187,211,183.52
16596,544189,36,132.01999999999998
16597,544190,239,183.41000000000005
16598,544191,367,386.3200000000001
16599,544192,6,13.27
16600,543985,212,1747.58
16601,544059,52,242.44
16602,543981,263,324.0
16603,543982,111,155.76
16604,543983,93,168.49999999999997
16605,543984,432,388.3
16606,543986,3,11.53
16607,543987,147,117.1
16608,543988,6,13.27
16610,543990,236,295.97
16612,543993,178,193.89
16614,543995,442,162.19
16615,543996,181,360.86
16616,543997,199,428.05
16617,543998,228,46.84
16618,544035,190,348.68
16619,544036,18,38.64
16620,544037,531,662.14
16621,544039,31,53.3
16622,544040,94,693.1800000000002
16623,544041,180,221.41000000000005
16624,544042,29,205.13
16625,544044,44,219.95
16626,544045,336,116.19
16627,544051,266,326.42999999999995
16628,544055,168,136.57999999999998
16629,544056,202,219.72
16630,544058,76,226.95
16631,544060,61,193.37000000000003
16632,544061,24,26.13
16633,544062,428,344.64
16634,544064,22,318.54999999999995
16635,544065,104,234.98
16636,544066,90,68.77
16637,544067,143,244.91
16638,544068,61,334.2900000000001
16639,544069,96,130.37
16640,544070,242,364.14
16641,544071,382,395.92
16643,544074,470,1389.7400000000007
16645,544076,60,23.06
16646,544077,175,407.3499999999999
16647,544078,48,12.86
16648,544079,100,5.97
16649,544081,264,175.92
16650,544082,3,22.21
16651,544083,125,133.21
16652,544084,40,65.94999999999999
16653,544085,1,15.84
16654,544087,197,854.44
16655,544088,2,35.06
16656,544089,366,2001.04
16657,544043,1,23.32
16658,543924,27,303.23999999999995
16659,543826,324,2765.65
16660,543899,562,491.2300000000001
16661,543910,222,336.36
16662,543825,68,117.97
16663,543901,28,105.36
16664,543909,336,2161.7
16665,543821,483,736.6400000000001
16666,543822,216,148.06
16667,543823,192,52.53
16668,543824,160,162.29000000000002
16672,543832,267,315.2
16673,543833,46,97.34
16674,543836,269,178.94000000000003
16675,543839,30,41.870000000000005
16678,543900,409,317.57000000000005
16679,543907,62,261.23
16680,543908,114,41.15
16681,543911,496,386.9799999999999
16682,543912,178,73.98000000000002
16683,543913,61,266.56
16684,543914,46,127.72
16685,543915,375,248.13
16686,543916,25,60.24000000000001
16687,543919,190,98.26
16688,543920,1,18.96
16689,543921,122,190.13
16690,543923,66,104.93
16691,543934,64,96.75
16692,543935,136,113.86
16693,543973,178,556.2800000000001
16694,543975,127,601.2800000000002
16696,543977,305,284.90000000000003
16697,543978,475,676.6900000000002
16698,543979,57,533.8700000000001
16699,543922,1,21.17
16700,543802,155,990.4400000000004
16701,543797,56,155.73999999999998
16702,543798,86,217.12
16703,543799,40,62.79000000000001
16704,543800,617,1062.69
16705,543801,52,129.5
16706,543803,184,768.1600000000001
16707,543804,211,343.5899999999999
16708,543805,69,247.67
16709,543806,114,428.22
16710,543807,61,152.7
16711,543808,77,355.90000000000003
16712,543809,91,264.93
16713,543810,53,335.18
16714,543812,147,809.91
16715,543813,15,110.43
16716,543814,382,341.33
16717,543815,75,458.42
16718,543816,55,273.24
16719,543820,216,492.53
16720,543688,50,170.0
16721,543650,56,58.93
16722,543660,306,2371.459999999999
16723,543713,490,1623.16
16724,543732,134,946.63
16725,543731,422,198.52
16726,543754,139,353.71000000000004
16727,543648,179,203.18
16728,543649,84,35.260000000000005
16729,543651,272,224.5
16730,543652,405,384.3
16731,543653,186,814.0700000000002
16732,543657,106,139.94
16733,543658,339,131.75
16734,543664,88,131.4
16735,543668,22,219.76
16737,543670,144,27.68
16738,543672,72,14.61
16739,543673,80,36.08
16740,543674,316,42.68
16741,543675,150,12.86
16742,543691,48,15.02
16743,543693,64,25.01
16744,543730,90,46.12
16745,543733,261,154.01000000000002
16746,543734,373,285.84000000000003
16747,543735,228,133.19
16748,543736,264,438.04
16750,543738,72,11.34
16751,543739,96,124.81
16752,543740,278,272.37
16753,543746,85,165.03
16754,543747,38,44.47
16755,543748,112,101.63
16756,543751,2,31.98
16757,543753,6,11.53
16758,543759,252,116.18999999999996
16759,543762,3,37.46
16760,543770,302,290.88
16762,543777,130,549.07
16763,543788,2,22.98
16764,543796,1,15.32
16765,543595,217,201.52
16766,543596,59,163.88
16767,543629,108,902.37
16768,543548,189,261.86
16769,543553,295,198.61
16770,543602,34,231.98999999999995
16772,543550,50,61.59
16773,543554,168,176.03
16774,543555,616,989.4300000000002
16775,543565,130,255.95
16776,543586,112,183.39
16777,543587,177,212.6
16779,543589,200,22.46
16780,543590,144,236.16000000000005
16781,543591,64,78.07
16782,543592,106,188.07
16783,543593,186,93.32
16784,543594,496,228.77
16785,543597,274,480.99
16786,543598,212,229.13
16787,543599,16,10.25
16788,543600,95,355.40000000000003
16789,543601,14,68.62
16790,543604,147,235.4
16791,543610,199,305.05
16792,543612,68,36.79
16793,543618,53,109.29
16794,543619,370,379.23
16795,543622,25,10.68
16796,543623,184,25.42
16797,543625,452,133.98
16798,543626,124,262.03000000000003
16799,543630,71,144.14
16800,543631,344,1121.88
16801,543639,59,225.61
16802,543641,98,206.84
16803,543642,50,213.47
16804,543645,46,201.54
16805,543646,54,143.99
16806,543647,66,205.48
16807,543530,265,1928.3
16808,543532,125,1100.37
16809,543546,400,2080.28
16810,543533,153,965.46
16811,543486,185,381.02
16812,543483,36,65.53
16813,543484,298,324.08
16814,543485,27,140.57
16815,543487,84,147.13
16816,543492,159,138.68
16817,543507,172,310.95
16819,543519,372,242.03
16820,543520,6,15.32
16821,543523,30,35.51
16822,543527,116,112.19
16823,543529,35,143.13
16824,543534,266,138.89
16825,543535,370,811.5400000000001
16826,543536,31,109.16
16827,543537,7,58.88
16828,543538,158,335.45
16829,543539,61,142.14
16830,543540,92,74.39999999999999
16831,543541,281,559.5600000000001
16832,543542,256,170.44
16833,543543,88,477.02
16834,543544,41,151.86
16835,543547,45,237.14
16836,543389,57,283.98
16837,543452,80,140.63
16838,543399,260,2116.84
16839,543448,551,1585.34
16840,543467,362,2955.51
16841,543461,67,660.11
16842,543450,93,572.71
16843,543451,86,735.71
16844,543447,440,611.8699999999999
16846,543391,131,204.97
16847,543392,416,115.0
16848,543393,86,118.45
16849,543394,528,66.27
16850,543395,2,18.4
16851,543396,242,38.91
16852,543397,127,297.17
16853,543398,128,109.61999999999998
16854,543400,148,183.83
16855,543411,199,224.35
16856,543413,96,38.58
16857,543428,224,506.63000000000005
16858,543446,40,135.6
16859,543449,160,97.21
16860,543454,24,255.46999999999997
16861,543455,384,22.24
16862,543456,144,10.81
16863,543457,340,126.85
16864,543458,79,364.4
16865,543459,214,146.15
16866,543460,12,11.12
16867,543462,130,173.56
16868,543463,517,405.0
16869,543464,308,113.34
16870,543466,228,266.52000000000004
16871,543468,87,369.0400000000001
16873,543474,195,654.5900000000001
16874,543476,205,236.06
16875,543477,12,11.53
16876,543478,392,91.02
16877,543479,24,14.09
16878,543480,11,45.25
16879,543481,68,237.46
16880,543482,32,119.15
16881,543370,465,2622.4300000000003
16882,543348,2,158.88
16883,543291,16,181.61
16884,543294,15,138.63000000000002
16885,543358,287,2092.57
16886,543345,266,1969.53
16887,543309,103,724.9200000000001
16888,543283,29,85.64
16889,543284,71,107.56
16890,543285,125,393.63999999999993
16891,543286,444,229.62
16892,543287,319,78.49000000000001
16893,543288,99,138.15
16894,543292,166,343.77000000000004
16895,543293,332,536.01
16897,543306,224,1230.6500000000003
16898,543325,66,85.52
16899,543332,110,142.52999999999997
16900,543342,294,411.06
16901,543349,89,348.11
16902,543350,29,210.43
16903,543351,132,126.83
16904,543352,7,62.72
16905,543354,522,481.65
16906,543355,115,501.31000000000006
16907,543357,37,85.89000000000001
16908,543359,40,162.7
16909,543367,269,225.5
16910,543369,92,386.2099999999999
16911,543371,288,1061.9
16912,543372,21,28.59
16913,543373,104,83.89999999999999
16914,543374,163,157.4
16915,543376,21,28.59
16916,543377,192,176.52000000000004
16919,543380,90,87.47999999999999
16920,543382,225,501.10999999999984
16921,543383,1,18.4
16922,543385,1,18.4
16923,543282,34,279.72
16924,543272,61,177.78
16925,543273,247,504.54
16926,543274,99,158.1
16927,543275,37,342.31
16928,543276,430,168.61
16929,543277,247,856.75
16930,543278,406,115.94
16931,543279,359,468.86
16932,543280,82,76.35999999999999
16933,543281,46,389.5699999999999
16934,543253,5,674.71
16935,543197,157,250.93
16936,543200,96,787.4899999999998
16937,543171,137,924.76
16938,543182,433,2134.62
16939,543201,91,876.6799999999998
16940,543166,229,477.0700000000001
16941,543178,74,180.43
16942,543245,47,333.88
16943,543237,565,1662.99
16944,543167,150,50.7
16946,543169,224,38.73
16947,543170,290,117.31000000000002
16948,543172,110,593.8100000000001
16949,543173,217,315.24000000000007
16950,543174,117,167.30000000000004
16951,543177,70,112.38
16952,543179,37,425.9199999999999
16953,543180,199,308.22
16954,543181,8,75.84
16955,543183,8,49.6
16956,543184,134,94.67
16957,543186,36,31.68
16958,543187,141,233.81
16959,543188,611,748.5300000000001
16960,543189,102,141.36
16961,543190,406,270.67
16962,543191,141,576.1500000000001
16964,543193,177,703.22
16965,543196,467,348.22
16966,543198,84,47.19
16967,543199,118,111.4
16968,543202,72,18.09
16969,543214,98,126.87
16970,543232,185,200.21
16971,543235,155,669.6100000000001
16972,543240,4,28.59
16973,543242,208,313.73999999999995
16974,543243,118,44.54
16975,543246,80,222.29
16976,543247,324,32.0
16977,543248,432,49.44
16978,543249,87,125.95
16979,543250,283,302.12
16980,543251,217,413.13
16981,543252,126,166.03
16982,543255,115,205.99
16983,543256,95,131.07
16984,543263,3,43.760000000000005
16985,543264,186,280.79999999999995
16986,543097,284,2020.7
16987,543096,75,680.2500000000001
16988,543114,270,638.3399999999999
16989,543118,122,249.95
16990,543044,150,232.45
16991,543045,86,137.82
16992,543046,29,109.46
16993,543047,586,54.71
16994,543048,102,96.5
16995,543053,76,157.82000000000002
16996,543054,212,194.92
16997,543055,167,447.98
16998,543056,174,222.8
17000,543094,283,341.84000000000003
17001,543095,59,159.05
17002,543098,152,123.03
17004,543106,59,162.28
17005,543107,331,424.59
17006,543108,124,347.76
17007,543111,202,817.6200000000001
17008,543113,211,369.83
17009,543115,72,248.39
17011,543117,18,101.92
17012,543120,90,296.42
17013,543121,182,227.92
17014,543122,224,121.86
17015,543123,182,177.61
17016,543124,369,400.81
17017,543125,22,225.03
17018,543126,30,148.40999999999997
17019,543127,72,30.17
17020,543128,28,42.02
17021,543129,122,157.29
17022,543130,40,24.52
17023,543131,134,146.93
17024,543132,122,175.83000000000004
17025,543133,18,60.77
17026,543161,235,430.3599999999999
17027,543162,222,597.5300000000001
17028,543163,24,15.32
17029,543164,157,311.03
17030,543165,47,304.95000000000005
17031,542997,43,588.8899999999999
17032,543000,142,1184.81
17033,543013,309,2470.15
17034,542923,150,401.25
17035,542994,198,269.4
17036,542920,450,36.28
17037,542921,150,24.3
17038,542922,144,224.12
17039,542925,88,46.14
17040,542926,36,12.4
17041,542927,180,109.68
17042,542928,426,303.31000000000006
17043,542929,105,432.91
17044,542930,266,121.19
17045,542931,125,146.36
17047,542933,196,260.79
17048,542934,395,386.0
17049,542936,144,225.14
17050,542944,142,40.260000000000005
17051,542989,71,113.49
17052,542990,44,136.42
17053,542992,24,11.53
17054,542993,136,235.59
17055,542995,38,157.44
17056,542996,95,122.87
17057,542998,92,884.5199999999998
17058,542999,59,632.7199999999998
17059,543001,161,277.49
17060,543002,97,102.55
17061,543003,78,97.61
17062,543005,116,115.82
17063,543006,87,392.81
17064,543007,105,123.0
17065,543008,292,125.03
17066,543009,122,116.39
17067,543010,199,297.16
17068,543011,188,129.9
17069,543012,2,27.88
17070,543015,223,120.39
17071,543016,100,5.97
17072,543018,4,14.09
17073,543019,4,36.59
17074,543020,85,464.46
17075,543021,174,187.92
17076,543022,396,940.77
17077,543023,174,127.34
17078,543024,188,159.7
17079,543025,102,56.1
17080,543027,144,68.13
17081,543028,184,232.85
17082,543029,111,54.6
17083,543030,206,98.63
17084,543031,76,69.25
17085,543032,50,18.39
17086,543033,69,402.4599999999999
17087,543036,48,256.73
17088,543037,196,189.91
17089,543038,43,70.05
17091,543041,3,37.77
17092,543043,13,42.89
17093,542906,531,2536.26
17094,542794,140,1343.7099999999996
17095,542795,105,225.61
17096,542806,260,621.0300000000002
17097,542900,16,174.58999999999995
17098,542776,306,184.67
17099,542777,463,587.02
17100,542778,73,226.14
17101,542779,250,227.26
17102,542780,270,285.83
17103,542782,59,164.91
17105,542786,256,265.09000000000003
17106,542788,342,191.92
17108,542790,135,240.74
17109,542791,164,501.62
17110,542796,166,216.58
17111,542797,319,342.40000000000003
17112,542800,2,24.26
17113,542812,293,247.3
17114,542835,202,139.4
17115,542836,172,528.21
17116,542849,20,77.48
17117,542858,175,189.88
17118,542859,114,32.79
17119,542862,77,621.5199999999999
17120,542863,159,229.79
17122,542865,37,140.36
17123,542867,78,340.3000000000001
17124,542868,98,245.5
17125,542869,143,242.0
17126,542870,224,198.73
17127,542871,50,21.36
17128,542872,240,57.81999999999999
17129,542881,58,386.98
17130,542886,199,389.6
17131,542887,196,127.68999999999996
17132,542888,132,346.26
17133,542889,136,24.6
17136,542892,432,10.62
17137,542893,197,323.81
17138,542894,111,152.26
17139,542895,136,739.9499999999999
17140,542896,40,68.68
17141,542897,27,56.16
17142,542898,210,1453.48
17143,542899,35,185.75
17144,542901,12,116.8
17145,542902,180,116.43
17146,542903,48,11.12
17147,542904,182,215.73
17148,542905,192,134.73
17149,542907,75,66.47
17150,542908,70,302.81999999999994
17151,542909,96,18.09
17152,542911,249,136.23
17153,542914,142,275.19
17154,542915,4,19.42
17155,542919,370,43.330000000000005
17156,542729,260,231.37
17157,542622,313,2241.99
17158,542625,101,980.44
17159,542633,164,803.4899999999998
17160,542664,300,2015.14
17161,542627,454,496.61
17162,542733,26,349.22
17163,542620,204,248.79
17164,542621,278,418.25
17165,542623,150,216.25
17166,542624,105,1028.75
17167,542626,180,199.12
17169,542630,144,10.68
17170,542631,50,143.17999999999998
17171,542632,390,62.1
17172,542634,232,389.64
17173,542636,42,23.27
17174,542641,36,83.59
17175,542646,142,501.92
17176,542647,320,367.27
17177,542648,126,329.32
17178,542649,89,212.6
17179,542659,215,123.14
17180,542662,567,461.0400000000001
17181,542667,252,324.79
17182,542673,22,232.91
17183,542678,122,202.95
17185,542691,472,117.15
17186,542692,37,222.19
17187,542694,600,10.79
17188,542707,194,66.83
17189,542708,218,152.12
17190,542709,264,236.53
17192,542711,35,300.27000000000004
17193,542712,230,46.57999999999999
17194,542713,468,650.57
17195,542715,114,94.83
17196,542716,108,270.64
17197,542717,70,485.02
17198,542718,108,109.21
17199,542719,127,931.55
17200,542720,116,90.34
17201,542722,144,37.46
17202,542723,68,142.53
17203,542724,151,126.80999999999996
17204,542725,5,26.54
17205,542727,54,356.73
17206,542728,236,58.49999999999999
17207,542731,324,254.43
17208,542735,202,215.3
17209,542736,1,10.81
17210,542737,103,430.76
17211,542739,30,53.29
17212,542741,250,258.46000000000004
17213,542743,5,26.54
17214,542745,154,310.66
17215,542746,2,11.22
17216,542759,1,15.32
17217,542628,9,74.46000000000001
17218,542608,185,700.9800000000001
17219,542595,174,517.15
17220,542596,24,161.5
17221,542597,21,237.9
17222,542598,29,280.26
17223,542599,94,219.72
17224,542600,139,449.2
17225,542601,58,462.1899999999999
17226,542602,56,385.58
17227,542603,202,178.82
17228,542605,59,338.15
17229,542606,76,62.56
17230,542607,145,902.9
17231,542609,29,121.86
17232,542610,240,379.77
17233,542611,575,559.77
17234,542612,82,321.62
17235,542613,292,515.16
17236,542614,63,97.71999999999998
17237,542616,143,192.47000000000003
17238,542617,417,1204.17
17239,542618,66,565.48
17240,542619,261,674.98
17241,542615,1,25.57
17242,542591,3,51.2
17243,542470,152,247.94
17244,542541,343,2687.2
17245,542536,332,1085.9
17246,542423,614,295.83000000000004
17247,542425,59,142.65
17249,542429,198,135.64999999999998
17250,542430,74,118.89
17251,542431,138,300.0
17252,542432,24,52.74
17253,542433,406,211.39
17254,542434,193,211.38
17255,542503,465,377.64
17256,542506,164,403.18
17257,542511,117,119.23
17258,542517,462,107.09
17259,542519,224,271.08
17260,542520,167,448.76
17261,542521,63,219.83
17262,542526,323,645.85
17263,542527,266,273.36
17264,542528,178,186.02
17265,542530,85,164.41
17266,542533,16,32.49
17267,542534,231,467.66
17268,542535,102,328.33
17269,542538,235,255.03
17270,542542,110,299.02000000000004
17271,542543,123,221.89
17272,542549,4,7.66
17273,542568,67,112.02
17274,542578,303,405.06000000000006
17275,542583,154,108.74
17276,542584,55,291.50000000000006
17277,542585,67,235.41
17278,542586,338,418.95
17279,542587,98,72.28
17280,542590,83,136.08
17281,542594,1,11.53
17282,542349,109,314.57
17283,542344,358,2710.3500000000004
17284,542269,259,495.54
17286,542422,59,335.9199999999999
17287,542268,420,446.41
17288,542272,450,538.81
17289,542274,129,272.48
17290,542275,480,420.4
17291,542276,386,709.7000000000002
17292,542277,191,238.21
17293,542278,154,297.17
17294,542284,410,321.11
17295,542320,71,47.84
17296,542345,93,503.03
17297,542347,267,249.16
17298,542350,46,64.97
17299,542351,39,61.64999999999999
17300,542353,463,466.68000000000006
17301,542354,135,287.54999999999995
17302,542355,50,85.85000000000001
17303,542360,143,795.03
17304,542369,234,178.49999999999997
17305,542370,296,297.55
17306,542371,125,139.42
17307,542372,94,132.79
17309,542374,126,225.78000000000003
17310,542375,46,68.25999999999999
17311,542377,92,119.09
17312,542381,106,260.7
17313,542382,83,155.18
17314,542384,95,182.02
17315,542386,64,114.88
17316,542387,5,48.94
17317,542388,48,131.79
17318,542389,119,147.98000000000002
17319,542390,116,250.59
17320,542393,392,1068.54
17322,542398,269,1034.6999999999998
17323,542399,398,829.52
17324,542401,231,592.0699999999999
17325,542405,4,32.7
17326,542406,51,251.21
17327,542407,210,242.78
17328,542408,343,466.30000000000007
17329,542409,127,199.35
17330,542411,110,80.77
17331,542412,23,235.32
17332,542419,67,303.99
17333,542420,171,679.1100000000002
17334,542231,608,1766.4799999999996
17335,542255,406,3004.4100000000003
17337,542145,12,46.07
17338,542252,101,909.9799999999998
17339,542151,71,186.54
17340,542174,155,250.85
17342,542240,48,209.14
17343,542246,173,239.05
17344,542141,128,25.72
17345,542142,60,52.67
17346,542143,158,91.2
17347,542146,37,95.84
17348,542147,233,388.09
17349,542148,225,124.51
17350,542149,120,118.59999999999998
17351,542152,121,123.91
17352,542153,66,85.85
17353,542154,24,14.61
17354,542155,112,12.86
17357,542212,64,29.21
17358,542213,62,117.0
17359,542214,154,92.54
17360,542215,482,506.26
17361,542217,120,249.05
17362,542219,314,426.41
17363,542220,33,59.4
17364,542221,90,547.19
17365,542222,48,15.32
17366,542223,47,80.65
17367,542224,112,186.00000000000003
17368,542226,76,243.8
17369,542227,150,301.48
17370,542228,163,241.49
17371,542229,206,256.19
