,CustomerNo,TotalQuantity,TotalMoney,Clusters
2589,13504.0,178.0,2127.65,2
2590,14819.0,106.0,1346.98,2
2591,13049.0,268.0,3420.04,2
2592,15766.0,170.0,2065.12,2
2593,14317.0,255.0,2829.64,2
2594,15300.0,292.0,3382.26,2
2595,16896.0,73.0,927.8,2
2596,13845.0,182.0,2185.94,2
2597,15416.0,2090.0,25011.6,1
2598,14538.0,155.0,1986.42,2
2599,13602.0,267.0,2992.88,2
2600,15818.0,1.0,19.42,2
2601,16895.0,102.0,1233.75,2
2602,13591.0,486.0,5573.74,2
2603,15315.0,862.0,9419.7,0
2604,15306.0,1151.0,14416.4,1
2605,15518.0,1273.0,14512.54,1
2606,15264.0,265.0,3057.85,2
2607,16432.0,276.0,3123.86,2
2608,13771.0,1477.0,17478.03,1
2610,15869.0,391.0,4437.61,2
2611,15937.0,73.0,897.1,2
2612,12923.0,68.0,877.03,2
2613,16454.0,2.0,26.54,2
2614,13348.0,136.0,1633.34,2
2615,16184.0,561.0,6937.44,0
2616,14959.0,494.0,5776.14,0
2617,17921.0,430.0,5079.76,2
2618,15700.0,711.0,9166.08,0
2619,12789.0,3.0,109.52,2
2620,17647.0,30.0,443.8,2
2621,13989.0,1313.0,14169.75,1
2622,16758.0,203.0,2336.02,2
2623,16040.0,706.0,8490.97,0
2624,14396.0,225.0,2768.99,2
2625,16059.0,643.0,8086.31,0
2626,15127.0,251.0,2989.12,2
2627,16106.0,74.0,869.62,2
2628,13483.0,160.0,1783.78,2
2629,15757.0,491.0,5702.75,2
2630,16140.0,730.0,8225.46,0
2631,17382.0,24.0,297.6,2
2632,17483.0,191.0,2381.72,2
2633,15244.0,405.0,4742.46,2
2634,17222.0,128.0,1674.89,2
2635,16160.0,1162.0,11869.18,0
2636,15048.0,195.0,2380.34,2
2637,14389.0,729.0,6474.26,0
2638,14054.0,62.0,431.7,2
2639,15762.0,251.0,3051.4,2
2640,18033.0,253.0,2651.27,2
2641,12843.0,1216.0,14832.05,1
2642,16545.0,601.0,8147.54,0
2643,12414.0,1361.0,18177.6,1
2644,16556.0,1890.0,22573.41,1
2645,13801.0,168.0,2054.58,2
2646,15255.0,489.0,5924.73,0
2647,17667.0,1931.0,24051.41,1
2648,14184.0,127.0,1766.0,2
2649,13317.0,1035.0,12504.64,0
2650,13792.0,92.0,1143.31,2
2651,13552.0,1417.0,16082.99,1
2652,12413.0,282.0,3307.89,2
2653,15241.0,1817.0,20168.3,1
2655,16881.0,600.0,6594.0,0
2656,16882.0,424.0,5068.5,2
2657,15339.0,607.0,7522.41,0
2658,13351.0,116.0,1459.01,2
2659,12457.0,844.0,9444.71,0
2660,15739.0,596.0,7287.73,0
2661,15228.0,2255.0,26583.52,1
2662,15181.0,544.0,6283.24,0
2663,12512.0,99.0,1156.2,2
2664,17957.0,275.0,2932.29,2
2665,16374.0,239.0,2913.83,2
2666,14462.0,962.0,11908.74,0
2667,15276.0,64.0,782.67,2
2668,15374.0,700.0,9066.04,0
2670,14644.0,258.0,3495.4,2
2671,12886.0,770.0,9180.33,0
2672,13344.0,1329.0,17424.43,1
2673,14333.0,58.0,1020.02,2
2674,16441.0,173.0,2163.56,2
2675,14488.0,799.0,8601.32,0
2676,13635.0,677.0,7967.49,0
2677,14193.0,977.0,12182.42,0
2678,18116.0,830.0,9956.73,0
2679,16774.0,322.0,3977.94,2
2680,15091.0,346.0,3977.04,2
2681,16875.0,1069.0,12196.65,0
2683,13431.0,674.0,7744.66,0
2685,15930.0,145.0,1509.03,2
2686,16183.0,113.0,1381.41,2
2687,14651.0,344.0,4196.62,2
2688,16693.0,204.0,2584.78,2
2689,16667.0,308.0,4032.87,2
2690,15774.0,87.0,1169.2,2
2691,16591.0,41.0,639.06,2
2692,15164.0,1000.0,13413.58,0
2693,15579.0,121.0,1592.96,2
2694,14970.0,248.0,4161.98,2
2695,12202.0,522.0,6810.79,0
2696,15185.0,666.0,7143.72,0
2697,16137.0,360.0,4911.6,2
2698,15321.0,1181.0,14742.11,1
2699,12694.0,503.0,5936.29,0
2700,16404.0,157.0,2063.28,2
2701,16101.0,757.0,7975.93,0
2702,18053.0,302.0,3403.06,2
2703,14916.0,1136.0,11963.3,0
2704,12822.0,550.0,6060.98,0
2705,12031.0,20.0,136.18,2
2706,13092.0,279.0,3349.11,2
2707,15593.0,60.0,819.72,2
2708,13972.0,554.0,7422.17,0
2709,13095.0,144.0,1552.44,2
2710,13764.0,929.0,10709.77,0
2711,14164.0,1117.0,11711.54,0
2712,17376.0,86.0,1089.75,2
2713,13347.0,204.0,2389.56,2
2714,15834.0,963.0,12923.58,0
2715,18008.0,1581.0,18375.33,1
2716,12842.0,547.0,6753.1,0
2717,16613.0,293.0,3637.13,2
2718,17149.0,240.0,4286.04,2
2719,16268.0,532.0,6085.66,0
2720,18235.0,1578.0,17140.68,1
2721,18192.0,339.0,3604.94,2
2722,17724.0,300.0,4133.3,2
2723,13741.0,218.0,2919.33,2
2724,13886.0,126.0,1540.98,2
2725,13503.0,248.0,2584.17,2
2726,17819.0,1031.0,14363.75,1
2727,16650.0,372.0,4344.46,2
2728,14475.0,447.0,4916.43,2
2729,15030.0,372.0,4344.84,2
2730,17427.0,34.0,451.82,2
2731,15175.0,454.0,4882.96,2
2732,12372.0,788.0,9302.48,0
2733,13354.0,604.0,6952.64,0
2734,14681.0,110.0,1784.72,2
2735,16589.0,368.0,4242.64,2
2736,12458.0,1181.0,14297.16,1
2737,12728.0,413.0,4979.25,2
2738,12718.0,620.0,7892.37,0
2739,18204.0,1200.0,14342.87,1
2740,15062.0,763.0,7908.92,0
2741,16233.0,174.0,2333.24,2
2742,17905.0,407.0,4991.93,2
2743,12703.0,163.0,1942.7,2
2744,17572.0,95.0,1206.16,2
2745,13364.0,70.0,848.16,2
2746,14409.0,1230.0,13369.1,0
2747,13716.0,438.0,5507.2,2
2748,17721.0,485.0,6289.66,0
2749,16690.0,138.0,1645.74,2
2750,18242.0,1017.0,12711.88,0
2752,18265.0,309.0,3957.52,2
2753,13397.0,852.0,11795.12,0
2754,17950.0,366.0,4245.45,2
2755,15693.0,34.0,451.34,2
2756,17370.0,540.0,5991.94,0
2757,14109.0,88.0,1049.7,2
2758,16681.0,1407.0,16236.0,1
2759,13515.0,681.0,7713.76,0
2760,15841.0,942.0,10909.6,0
2762,14978.0,525.0,7259.61,0
2763,15348.0,84.0,957.36,2
2765,16321.0,135.0,1766.4,2
2766,15691.0,82.0,997.44,2
2767,13901.0,1757.0,20973.73,1
2768,16281.0,934.0,11387.86,0
2769,13321.0,372.0,4395.12,2
2770,12393.0,832.0,8314.75,0
2771,15036.0,327.0,3755.59,2
2772,14947.0,178.0,2106.98,2
2773,13061.0,107.0,1232.0,2
2774,17783.0,354.0,3894.12,2
2775,17513.0,550.0,7071.12,0
2776,17408.0,507.0,7022.95,0
2777,14411.0,621.0,8554.16,0
2778,16567.0,2215.0,25235.24,1
2779,13016.0,527.0,6210.6,0
2780,14818.0,850.0,10564.99,0
2781,12987.0,556.0,7234.86,0
2782,15827.0,2363.0,28956.51,1
2783,14272.0,599.0,6466.18,0
2785,13035.0,646.0,7583.59,0
2786,13514.0,460.0,6264.92,0
2787,17788.0,210.0,3293.26,2
2788,16629.0,493.0,5480.98,2
2789,17805.0,478.0,5425.36,2
2790,18278.0,66.0,854.62,2
2791,16266.0,398.0,4807.59,2
2793,17656.0,1400.0,16066.92,1
2794,13979.0,639.0,6698.66,0
2795,17591.0,1009.0,12611.43,0
2796,15674.0,1353.0,15325.45,1
2797,12455.0,2084.0,23270.8,1
2798,16122.0,1133.0,12338.58,0
2799,16565.0,75.0,949.06,2
2800,17997.0,2298.0,25375.72,1
2801,16468.0,249.0,3295.9,2
2802,12823.0,230.0,4160.7,2
2803,13390.0,224.0,2853.4,2
2804,15217.0,12.0,129.25,2
2805,15626.0,766.0,8544.4,0
2806,16603.0,480.0,5354.64,2
2807,12412.0,824.0,9420.63,0
2808,13927.0,214.0,2303.44,2
2809,16383.0,475.0,5505.87,2
2810,14908.0,132.0,1637.56,2
2811,13233.0,1459.0,16436.06,1
2812,17674.0,672.0,7453.48,0
2813,13639.0,800.0,9258.5,0
2814,15958.0,33.0,445.2,2
2815,16778.0,194.0,2240.28,2
2816,15243.0,195.0,2326.76,2
2817,13434.0,300.0,3623.04,2
2818,13866.0,57.0,733.42,2
2819,12612.0,260.0,3348.79,2
2820,16480.0,459.0,5500.3,2
2821,16594.0,64.0,841.53,2
2822,15366.0,621.0,6982.33,0
2823,15154.0,104.0,1363.73,2
2824,13787.0,337.0,3770.33,2
2825,16689.0,330.0,3815.62,2
2826,17506.0,139.0,1734.38,2
2827,17498.0,394.0,4316.72,2
2828,14561.0,1014.0,11500.85,0
2829,15799.0,955.0,10694.13,0
2830,14152.0,711.0,7862.0,0
2831,15312.0,516.0,6236.1,0
2832,12348.0,2332.0,25377.36,1
2833,18155.0,266.0,3107.16,2
2834,12545.0,517.0,6152.54,0
2835,17154.0,490.0,5359.82,2
2836,16342.0,157.0,1629.98,2
2837,14235.0,1959.0,20930.22,1
2838,16198.0,128.0,1722.44,2
2839,13670.0,372.0,4541.82,2
2840,18066.0,108.0,1432.66,2
2841,14806.0,330.0,3580.5,2
2842,12134.0,585.0,7825.83,0
2843,16872.0,600.0,6848.81,0
2844,17981.0,467.0,6840.68,0
2846,15075.0,447.0,5373.61,2
2847,16485.0,250.0,2964.3,2
2848,14880.0,372.0,4521.14,2
2849,13336.0,559.0,6305.32,0
2851,12516.0,1477.0,15771.62,1
2852,15744.0,181.0,2230.1,2
2853,12974.0,81.0,1209.68,2
2854,13127.0,127.0,1567.2,2
2855,17388.0,1068.0,12241.47,0
2856,15982.0,6.0,71.67,2
2857,17480.0,338.0,3988.76,2
2858,18189.0,566.0,6918.73,0
2859,16978.0,166.0,2035.71,2
2860,14014.0,1076.0,11547.22,0
2861,15978.0,888.0,10103.44,0
2862,15549.0,695.0,8829.94,0
2863,17603.0,74.0,2075.24,2
2864,14854.0,1832.0,21546.08,1
2865,17311.0,1005.0,11601.38,0
2867,15067.0,954.0,11325.12,0
2868,16213.0,48.0,654.96,2
2869,13220.0,196.0,2767.96,2
2870,13055.0,894.0,10228.51,0
2871,12579.0,282.0,3286.32,2
2872,12425.0,496.0,5638.98,2
2873,13529.0,74.0,1014.1,2
2874,17172.0,590.0,6681.55,0
2875,15810.0,861.0,8806.95,0
2876,15603.0,96.0,1033.92,2
2877,16735.0,1573.0,17934.74,1
2878,12854.0,627.0,7783.64,0
2879,17027.0,715.0,9377.24,0
2880,13486.0,669.0,8007.0,0
2881,14038.0,965.0,9013.02,0
2882,16236.0,184.0,2266.8,2
2883,12930.0,252.0,3008.77,2
2884,17079.0,24.0,367.68,2
2885,12609.0,639.0,7359.41,0
2886,13279.0,73.0,889.36,2
2887,13320.0,1096.0,11507.25,0
2888,14147.0,108.0,1602.28,2
2889,16715.0,644.0,6922.1,0
2890,17415.0,114.0,1689.3,2
2891,16665.0,350.0,4627.85,2
2892,14668.0,425.0,5954.5,0
2893,12671.0,674.0,8969.15,0
2894,12390.0,350.0,4104.7,2
2895,17731.0,493.0,6213.04,0
2896,16627.0,162.0,1991.29,2
2897,14951.0,311.0,3507.16,2
2898,13539.0,335.0,3963.82,2
2899,12435.0,2055.0,27757.97,1
2900,12701.0,674.0,7591.7,0
2901,16493.0,1287.0,14916.99,1
2902,13908.0,1477.0,17477.29,1
2903,13946.0,443.0,5115.68,2
2904,12604.0,200.0,2291.92,2
2905,13959.0,357.0,4271.96,2
2906,12520.0,1427.0,17015.59,1
2907,14887.0,1100.0,7139.0,0
2908,13674.0,2.0,22.24,2
2909,16507.0,648.0,8662.0,0
2910,14461.0,1288.0,17520.66,1
2911,13356.0,325.0,3812.37,2
2912,15888.0,67.0,853.37,2
2913,16215.0,676.0,8849.11,0
2914,14236.0,330.0,3925.52,2
2915,15341.0,812.0,9183.32,0
2916,16624.0,488.0,5746.34,2
2917,16777.0,64.0,816.28,2
2918,16584.0,700.0,8422.07,0
2919,15026.0,225.0,2775.93,2
2920,13038.0,360.0,4621.18,2
2921,16928.0,2113.0,24567.84,1
2922,17873.0,1046.0,12493.32,0
2923,13774.0,192.0,2321.35,2
2924,14934.0,1042.0,12199.35,0
2926,12379.0,402.0,4315.06,2
2927,17058.0,592.0,7277.09,0
2928,13325.0,241.0,3105.25,2
2929,16080.0,128.0,1410.68,2
2930,13562.0,781.0,8315.33,0
2931,18232.0,302.0,3703.0,2
2932,16906.0,281.0,3443.87,2
2933,12527.0,233.0,2598.56,2
2934,12497.0,1231.0,13594.44,0
2935,16301.0,6.0,70.42,2
2936,12752.0,2262.0,26757.76,1
2937,15504.0,33.0,392.37,2
2938,15675.0,1075.0,11806.3,0
2939,13228.0,200.0,1208.0,2
2940,17628.0,79.0,887.12,2
2941,18017.0,300.0,1805.0,2
2942,16527.0,106.0,1319.99,2
2943,17848.0,1727.0,21855.1,1
2944,16370.0,647.0,7117.46,0
2945,15947.0,898.0,8536.92,0
2946,18194.0,632.0,7476.48,0
2947,13067.0,32.0,421.51,2
2948,17802.0,850.0,10055.39,0
2949,13334.0,1774.0,20704.03,1
2950,13563.0,209.0,2852.23,2
2951,13024.0,989.0,13358.61,0
2952,16709.0,851.0,11827.5,0
2953,16573.0,360.0,4370.05,2
2954,13141.0,1548.0,17413.35,1
2955,16108.0,615.0,7043.1,0
2956,12434.0,394.0,4864.51,2
2957,15099.0,343.0,3936.25,2
2958,14124.0,1618.0,17016.46,1
2959,15975.0,243.0,2870.92,2
2960,15410.0,1200.0,15836.22,1
2961,12871.0,200.0,2439.66,2
2962,17146.0,237.0,3208.28,2
2963,15523.0,548.0,7703.21,0
2964,16878.0,12.0,136.59,2
2965,13952.0,2196.0,27363.08,1
2966,13662.0,631.0,7395.17,0
2967,17047.0,533.0,6407.12,0
2968,13134.0,1059.0,12201.82,0
2969,15322.0,416.0,4960.46,2
2970,13518.0,461.0,5275.62,2
2971,17002.0,679.0,8366.98,0
2972,17333.0,808.0,10323.02,0
2973,17786.0,200.0,2257.26,2
2974,17874.0,225.0,3000.41,2
2975,14894.0,265.0,3388.12,2
2976,15466.0,246.0,2864.19,2
2977,12722.0,565.0,6794.82,0
2978,17898.0,190.0,2103.36,2
2979,15417.0,809.0,8807.72,0
2980,12995.0,108.0,1323.72,2
2981,14557.0,510.0,6035.36,0
2982,17594.0,551.0,4619.19,2
2983,15205.0,378.0,4422.57,2
2984,17640.0,250.0,3199.34,2
2985,12756.0,144.0,1590.72,2
2986,12635.0,1450.0,16535.15,1
2987,18173.0,1220.0,14665.34,1
2988,14660.0,228.0,2629.48,2
2990,17347.0,216.0,2449.44,2
2991,12566.0,262.0,2990.38,2
2992,17033.0,751.0,8762.54,0
2993,14177.0,205.0,2674.34,2
2994,13877.0,108.0,1227.6,2
2995,14163.0,879.0,11430.58,0
2996,15534.0,534.0,7545.94,0
2997,15343.0,84.0,1234.52,2
2998,16229.0,318.0,3901.44,2
2999,16451.0,120.0,1379.58,2
3000,16098.0,613.0,8338.44,0
3001,15216.0,28.0,266.6,2
3002,17037.0,656.0,7776.94,0
3003,14753.0,211.0,2313.07,2
3004,16036.0,716.0,7498.94,0
3005,15201.0,1210.0,13544.62,0
3006,16959.0,49.0,622.49,2
3008,12884.0,414.0,5612.92,2
3009,16475.0,319.0,3827.65,2
3010,17446.0,698.0,8639.39,0
3011,16141.0,238.0,3075.03,2
3013,13375.0,442.0,5147.32,2
3014,16211.0,154.0,2079.19,2
3015,12924.0,822.0,10395.74,0
3016,14307.0,2058.0,23794.13,1
3017,15980.0,1560.0,18449.06,1
3018,16209.0,1290.0,15961.97,1
3019,17919.0,1272.0,15809.32,1
3020,17433.0,185.0,2146.31,2
3021,15996.0,384.0,5022.78,2
3022,15673.0,1514.0,17815.61,1
3023,14500.0,117.0,1565.04,2
3024,15764.0,2050.0,23707.69,1
3025,16384.0,260.0,3263.78,2
3026,13372.0,158.0,1956.3,2
3027,12965.0,283.0,3656.09,2
3028,14837.0,1436.0,16113.58,1
3029,15035.0,245.0,2769.86,2
3030,15636.0,704.0,8776.86,0
3032,14212.0,1152.0,11732.72,0
3033,18255.0,74.0,864.34,2
3034,16796.0,186.0,2219.64,2
3035,13611.0,766.0,9052.3,0
3036,18215.0,118.0,1516.1,2
3037,16723.0,399.0,4656.55,2
3038,15221.0,534.0,7003.14,0
3039,14224.0,518.0,6386.22,0
3040,12535.0,219.0,2978.58,2
3041,13441.0,205.0,2405.4,2
3042,16027.0,1147.0,12711.35,0
3044,17179.0,523.0,6390.68,0
3045,14915.0,112.0,1463.04,2
3046,15652.0,208.0,2478.09,2
3047,14628.0,272.0,3476.57,2
3048,13060.0,590.0,7713.34,0
3049,14072.0,6.0,100.2,2
3050,15927.0,461.0,5886.29,0
3051,13925.0,331.0,4087.53,2
3052,18222.0,335.0,3887.05,2
3053,14223.0,585.0,7011.7,0
3054,13330.0,751.0,7116.13,0
3055,13889.0,146.0,1923.53,2
3056,15488.0,72.0,816.48,2
3057,15653.0,1276.0,14252.9,1
3058,13244.0,38.0,514.23,2
3060,16031.0,423.0,4898.06,2
3061,13249.0,546.0,6327.38,0
3062,13814.0,864.0,10473.44,0
3063,15400.0,391.0,4437.12,2
3064,15198.0,120.0,1428.4,2
3065,14410.0,571.0,6959.69,0
3066,12592.0,288.0,2587.3,2
3067,14847.0,876.0,11491.38,0
3068,15885.0,112.0,1526.62,2
3069,13210.0,316.0,3601.68,2
3070,15071.0,269.0,3763.64,2
3071,15852.0,55.0,730.93,2
3072,18093.0,1392.0,16425.52,1
3073,16400.0,172.0,2074.33,2
3074,17460.0,236.0,3056.58,2
3075,17560.0,651.0,7193.36,0
3076,13158.0,784.0,8131.84,0
3077,14208.0,114.0,1323.9,2
3078,15462.0,172.0,2003.24,2
3079,17339.0,152.0,1807.84,2
3080,16175.0,660.0,8078.08,0
3081,13130.0,32.0,393.56,2
3082,13122.0,585.0,6941.33,0
3083,12502.0,794.0,11027.11,0
3084,16820.0,307.0,3595.37,2
3085,12816.0,122.0,1695.5,2
3086,13748.0,439.0,5470.82,2
3087,15307.0,37.0,589.59,2
3088,18196.0,433.0,4998.9,2
3089,14565.0,1537.0,18117.08,1
3090,16551.0,970.0,10840.94,0
3091,15364.0,509.0,6181.92,0
3092,12422.0,1260.0,14936.45,1
3093,13931.0,725.0,7835.32,0
3094,13851.0,1705.0,20194.78,1
3095,16172.0,787.0,8925.08,0
3096,13192.0,595.0,6245.46,0
3097,12616.0,280.0,3527.2,2
3098,13744.0,1249.0,13987.42,0
3099,17309.0,41.0,505.0,2
3100,15491.0,1645.0,20021.84,1
3101,12851.0,109.0,1243.42,2
3102,17722.0,1595.0,18832.7,1
3103,17774.0,512.0,6503.61,0
3104,13548.0,441.0,5194.8,2
3105,15455.0,58.0,690.3,2
3106,14965.0,365.0,4243.85,2
3107,16761.0,341.0,3819.92,2
3108,12710.0,844.0,9460.46,0
3109,17050.0,1614.0,19851.22,1
3110,17229.0,185.0,1540.58,2
3111,13240.0,297.0,3708.96,2
3112,13378.0,562.0,7752.33,0
3113,12286.0,129.0,1567.91,2
3114,14171.0,167.0,2084.49,2
3115,14436.0,129.0,1413.42,2
3116,14463.0,178.0,2352.14,2
3117,14276.0,1045.0,12088.38,0
3118,18027.0,78.0,917.67,2
3119,17303.0,402.0,4670.49,2
3120,15346.0,150.0,1812.98,2
3121,12739.0,485.0,5971.02,0
3122,13631.0,467.0,7933.28,0
3123,12436.0,209.0,2581.38,2
3124,16456.0,1148.0,10044.6,0
3125,13470.0,652.0,7846.52,0
3126,13045.0,221.0,2268.34,2
3127,13376.0,490.0,5312.27,2
3128,15829.0,996.0,10861.06,0
3129,13099.0,288.0,3165.12,2
3130,14420.0,334.0,3820.58,2
3131,16808.0,244.0,2582.79,2
3132,16278.0,114.0,1748.86,2
3133,16974.0,416.0,5479.33,2
3135,15596.0,561.0,7131.34,0
3136,16842.0,693.0,8034.1,0
3137,16083.0,908.0,10657.06,0
3138,14513.0,361.0,4167.67,2
3139,17320.0,684.0,8484.14,0
3140,17588.0,677.0,8212.83,0
3141,12954.0,6.0,63.9,2
3142,15260.0,885.0,10746.69,0
3143,16780.0,397.0,4869.92,2
3144,15076.0,572.0,6767.5,0
3145,12760.0,349.0,4648.16,2
3146,12817.0,526.0,6707.54,0
3147,17755.0,269.0,3547.36,2
3148,15820.0,402.0,4950.93,2
3149,16838.0,646.0,8364.3,0
3150,13841.0,542.0,6867.86,0
3151,15866.0,126.0,1521.54,2
3152,16756.0,526.0,6678.85,0
3153,13785.0,7.0,79.01,2
3154,12814.0,48.0,579.84,2
3155,14078.0,310.0,4253.02,2
3156,13847.0,8.0,95.72,2
3157,17298.0,476.0,5228.52,2
3158,14472.0,1160.0,13874.58,0
3159,15569.0,666.0,8235.2,0
3160,15625.0,1292.0,14866.01,1
3161,13301.0,343.0,4130.51,2
3162,15325.0,232.0,2544.18,2
3163,15095.0,1079.0,12464.1,0
3164,16816.0,274.0,3235.77,2
3165,13778.0,134.0,1711.88,2
3166,16806.0,377.0,4658.88,2
3167,14210.0,760.0,9742.09,0
3168,13003.0,103.0,1208.39,2
3169,16641.0,270.0,3021.96,2
3170,15641.0,1604.0,17978.78,1
3171,15074.0,455.0,5127.52,2
3172,16429.0,9.0,383.88,2
3173,16503.0,569.0,7000.48,0
3174,12624.0,461.0,5678.58,2
3175,14055.0,218.0,2973.58,2
3176,17134.0,102.0,1481.07,2
3177,14196.0,142.0,1799.04,2
3178,15263.0,92.0,1116.5,2
3179,14314.0,296.0,3156.88,2
3180,13000.0,379.0,4433.05,2
3181,16093.0,20.0,222.4,2
3182,17844.0,52.0,585.8,2
3183,14687.0,470.0,5461.24,2
3184,16309.0,467.0,5510.78,2
3185,15663.0,106.0,1228.04,2
3186,18200.0,111.0,1305.62,2
3187,17189.0,227.0,2714.47,2
3188,14973.0,371.0,5513.21,2
3189,14875.0,558.0,7158.62,0
3190,12221.0,1278.0,16948.03,1
3191,12230.0,1191.0,16299.9,1
3192,17869.0,130.0,1792.72,2
3193,16340.0,501.0,5697.87,2
3194,17268.0,844.0,9436.12,0
3195,17256.0,141.0,1685.32,2
3196,13411.0,76.0,1007.69,2
3197,14407.0,1414.0,16316.36,1
3198,15812.0,1759.0,22923.49,1
3199,15800.0,335.0,4075.81,2
3200,16550.0,1540.0,18139.47,1
3201,13425.0,1134.0,12496.18,0
3202,18018.0,55.0,688.82,2
3203,14523.0,251.0,2820.22,2
3204,14364.0,1967.0,18538.81,1
3205,12593.0,204.0,1885.56,2
3206,13593.0,731.0,9580.01,0
3207,17242.0,611.0,6768.46,0
3208,17185.0,4.0,54.94,2
3209,13140.0,186.0,2334.47,2
3210,14265.0,331.0,3941.16,2
3211,16952.0,92.0,1077.56,2
3212,12363.0,408.0,4747.08,2
3213,14018.0,5.0,55.6,2
3214,17585.0,1671.0,18263.04,1
3215,13933.0,205.0,2725.2,2
3216,14045.0,535.0,7183.66,0
3217,17083.0,772.0,9290.78,0
3218,16536.0,257.0,3145.96,2
3219,14246.0,804.0,9631.6,0
3220,14566.0,800.0,4832.0,2
3221,17029.0,400.0,2416.0,2
3222,14460.0,881.0,9476.16,0
3223,14013.0,462.0,4973.74,2
3224,12513.0,459.0,4916.2,2
3225,14772.0,82.0,983.32,2
3226,17747.0,12.0,196.2,2
3227,14745.0,1038.0,10737.89,0
3228,15396.0,122.0,1545.82,2
3229,12418.0,407.0,4856.91,2
3230,16419.0,436.0,5465.29,2
3231,13242.0,130.0,804.7,2
3232,15938.0,358.0,4275.25,2
3233,12968.0,73.0,887.57,2
3235,17742.0,89.0,1276.04,2
3236,17045.0,131.0,1710.44,2
3238,12729.0,231.0,2794.86,2
3239,13687.0,4.0,30.95,2
3240,13273.0,153.0,1710.81,2
3241,15472.0,251.0,2903.89,2
3242,12717.0,510.0,6094.87,0
3243,15232.0,686.0,7534.72,0
3244,16582.0,164.0,2002.14,2
3245,15797.0,872.0,9990.96,0
3246,12547.0,1073.0,14445.15,1
3247,14323.0,352.0,4232.45,2
3248,15734.0,347.0,4817.56,2
3249,17398.0,310.0,3846.61,2
3250,16092.0,628.0,7274.76,0
3251,16755.0,1064.0,12243.99,0
3253,13655.0,605.0,6857.96,0
3254,15541.0,64.0,776.64,2
3255,15122.0,800.0,8586.14,0
3256,17070.0,133.0,1641.1,2
3257,13439.0,960.0,12406.88,0
3258,15768.0,308.0,4957.5,2
3259,14918.0,675.0,8568.52,0
3260,14006.0,727.0,6434.95,0
3261,15002.0,862.0,10085.52,0
3262,16927.0,993.0,10734.36,0
3263,12641.0,71.0,877.1,2
3264,15480.0,361.0,4808.78,2
3265,16902.0,629.0,8196.5,0
3266,17958.0,84.0,1369.72,2
3267,13621.0,343.0,3734.88,2
3268,17252.0,193.0,2340.81,2
3269,12758.0,2135.0,20139.94,1
3270,16272.0,224.0,1912.88,2
3271,15624.0,357.0,4238.22,2
3272,18143.0,570.0,6075.47,0
3273,13799.0,414.0,4942.19,2
3274,13720.0,500.0,5905.77,0
3275,16961.0,125.0,1521.14,2
3276,17048.0,485.0,5609.93,2
3277,15683.0,131.0,1479.36,2
3278,14301.0,606.0,6868.08,0
3279,12160.0,1.0,51.2,2
3280,14195.0,1148.0,13899.56,0
3281,13888.0,258.0,3265.03,2
3282,17642.0,729.0,9478.84,0
3283,15689.0,84.0,1121.3,2
3284,13873.0,140.0,1834.34,2
3285,15192.0,918.0,10480.82,0
3286,16045.0,897.0,10567.84,0
3287,16317.0,890.0,10496.88,0
3288,12399.0,1173.0,12422.4,0
3289,14855.0,267.0,3099.92,2
3290,17122.0,80.0,961.64,2
3291,13190.0,5.0,57.65,2
3292,14406.0,77.0,826.0,2
3293,14346.0,602.0,6900.6,0
3295,17248.0,765.0,9575.01,0
3296,13645.0,158.0,1877.86,2
3297,13307.0,4.0,56.36,2
3298,17846.0,1046.0,13882.59,0
3299,14024.0,150.0,1625.5,2
3300,17994.0,529.0,5831.84,0
3301,16292.0,191.0,2267.45,2
3302,16937.0,1.0,5.97,2
3303,18248.0,511.0,6061.3,0
3304,14127.0,339.0,3781.58,2
3305,15247.0,160.0,2004.72,2
3306,13280.0,522.0,5403.01,2
3307,13355.0,314.0,3122.68,2
3308,13217.0,998.0,13335.21,0
3310,15715.0,528.0,7121.64,0
3311,13869.0,2007.0,24346.91,1
3312,17085.0,786.0,9661.29,0
3313,16788.0,740.0,10424.22,0
3314,15985.0,1298.0,15164.16,1
3315,17331.0,16.0,343.52,2
3316,14079.0,301.0,3469.39,2
3317,13248.0,305.0,3541.56,2
3318,14331.0,252.0,2937.63,2
3319,13752.0,875.0,10154.0,0
3320,14053.0,215.0,2470.75,2
3321,17457.0,826.0,10246.09,0
3322,16530.0,5.0,68.59,2
3323,13513.0,109.0,1327.34,2
3324,17400.0,1097.0,13248.59,0
3325,16302.0,158.0,1858.34,2
3326,16174.0,651.0,7470.14,0
3328,15420.0,521.0,6723.77,0
3329,16572.0,532.0,6487.35,0
3330,12350.0,198.0,2371.9,2
3331,14344.0,477.0,5801.21,0
3332,15133.0,680.0,7976.7,0
3333,13791.0,1200.0,9126.0,0
3334,17692.0,634.0,7261.35,0
3335,15254.0,275.0,2940.74,2
3336,14778.0,306.0,3691.54,2
3337,13402.0,479.0,5545.88,2
3338,18099.0,149.0,1699.71,2
3339,13218.0,88.0,966.36,2
3340,17267.0,159.0,1942.75,2
3341,12693.0,247.0,3080.0,2
3342,17723.0,792.0,11473.34,0
3343,13264.0,370.0,5078.23,2
3344,16324.0,282.0,3304.91,2
3345,14972.0,28.0,404.63,2
3346,12750.0,137.0,1686.92,2
3347,18178.0,983.0,10496.09,0
3348,12643.0,1788.0,21446.16,1
